# Genepanel: Immun Version: 02 Date: 2016-08-10
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds
1	85731459	85742587	NM_003921.4	0	-	BCL10	CARMEN,CIPER,mE10,c-E10,CLAP	ENSG00000142867	ENST00000370580	85733309	85742035	85731459,85736300,85741978	85733665,85736589,85742587
15	91260557	91358692	NM_000057.3	0	+	BLM	BS,RECQL3,RECQ2	ENSG00000197299	ENST00000355112	91290622	91358509	91260557,91290618,91292596,91295016,91298040,91303376,91303823,91306195,91308525,91310139,91312362,91312667,91326051,91328150,91333878,91337396,91341419,91346750,91347396,91352366,91354434,91358331	91260671,91290720,91293297,91295176,91298168,91303509,91304485,91306387,91308644,91310253,91312461,91312816,91326158,91328311,91334074,91337587,91341567,91346950,91347589,91352489,91354636,91358692
10	97951454	98031333	NM_013314.3	0	-	BLNK	SLP65,Ly57,SLP-65,BLNK-s,BASH,bca	ENSG00000095585	ENST00000224337	97951728	98031155	97951454,97956663,97959830,97960737,97963812,97964287,97966766,97967627,97969593,97975076,97976408,97983581,97987165,97990549,98002490,98006739,98031108	97951848,97956819,97959914,97960814,97963844,97964372,97966809,97967655,97969663,97975145,97976490,97983745,97987322,97990590,98002540,98006805,98031333
15	45879416	45901909	NM_012388.2	0	+	BLOC1S6	HPS9	ENSG00000104164	ENST00000220531	45879641	45898712	45879416,45884332,45895297,45897625,45898592	45879723,45884474,45895385,45897712,45901909
13	32889616	32973809	NM_000059.3	0	+	BRCA2	FAD,FAD1,BRCC2,XRCC11	ENSG00000139618	ENST00000544455	32890597	32972907	32889616,32890558,32893213,32899212,32900237,32900378,32900635,32903579,32905055,32906408,32910401,32918694,32920963,32928997,32930564,32931878,32936659,32937315,32944538,32945092,32950806,32953453,32953886,32954143,32968825,32971034,32972298	32889804,32890664,32893462,32899321,32900287,32900419,32900750,32903629,32905167,32907524,32915333,32918790,32921033,32929425,32930746,32932066,32936830,32937670,32944694,32945237,32950928,32953652,32954050,32954282,32969070,32971181,32973809
17	59756546	59940920	NM_032043.2	0	-	BRIP1	OF,BACH1,FANCJ	ENSG00000136492	ENST00000259008	59760656	59938900	59756546,59763196,59770790,59793311,59820373,59821792,59853761,59857621,59858200,59861630,59870957,59876460,59878613,59885827,59924461,59926489,59934418,59937156,59938807,59940644	59761501,59763526,59770873,59793424,59820495,59821952,59853923,59857762,59858366,59861785,59871090,59876660,59878835,59886118,59924581,59926617,59934592,59937268,59938930,59940920
X	100604434	100641212	NM_000061.2	0	-	BTK	ATK,XLA,PSCTK1	ENSG00000010671	ENST00000308731	100604872	100630272	100604434,100608181,100608857,100609617,100611039,100611771,100612496,100613297,100613604,100614280,100615075,100615555,100617160,100617548,100624985,100626620,100629523,100630131,100641049	100604944,100608339,100608976,100609682,100611256,100611943,100612571,100613425,100613684,100614335,100615138,100615743,100617228,100617677,100625067,100626689,100629622,100630302,100641212
15	36871803	37102461	NM_001130010.2	0	+	C15orf41	HH114,MGC11326,FLJ22851	ENSG00000186073	ENST00000566621	36872061	37100654	36871803,36936478,36937423,36946298,36950033,36983885,36984326,36989523,37001423,37002056,37100524,37101104	36872162,36936524,36937488,36946359,36950106,36983965,36984376,36989591,37001489,37002162,37100690,37102461
1	22963117	22966175	NM_015991.2	0	+	C1QA		ENSG00000173372	ENST00000374642	22964109	22965900	22963117,22964102,22965325	22963195,22964272,22966175
1	22979681	22988029	NM_000491.3	0	+	C1QB		ENSG00000173369	ENST00000314933	22985949	22987879	22979681,22985932,22987304	22979796,22986136,22988029
1	22970117	22974603	NM_172369.3	0	+	C1QC		ENSG00000159189	ENST00000374640	22970516	22974276	22970117,22970503,22973719	22970207,22970697,22974603
12	7167979	7178335	NM_201442.2	0	+	C1S		ENSG00000182326	ENST00000328916	7169216	7177955	7167979,7169055,7169778,7170193,7171570,7172403,7173120,7173821,7174342,7174946,7175759,7177158	7168181,7169221,7169986,7170371,7171696,7172603,7173274,7173937,7174421,7175075,7175834,7178335
6	31895253	31913451	NM_000063.5	0	+	C2		ENSG00000166278	ENST00000299367	31895529	31913134	31895253,31895731,31896508,31901386,31901643,31901942,31903699,31905095,31907007,31910735,31911001,31911192,31911420,31911693,31911911,31912503,31912756,31912954	31895575,31895941,31896694,31901560,31901742,31902076,31903838,31905236,31907097,31910876,31911096,31911304,31911586,31911770,31912003,31912630,31912806,31913451
19	6677845	6720693	NM_000064.3	0	-	C3	CPAMD1,ARMD9,C3a,C3b	ENSG00000125730	ENST00000245907	6677892	6720600	6677845,6678162,6678382,6679135,6679417,6680168,6681951,6682152,6684398,6684570,6684785,6684998,6686134,6686756,6690639,6692934,6693422,6694441,6696389,6696603,6697354,6697662,6702137,6702481,6707086,6707476,6707810,6709694,6710649,6710997,6712267,6712518,6713199,6713417,6714002,6714176,6714362,6718104,6718257,6719221,6720526	6678034,6678298,6678466,6679219,6679507,6680274,6682041,6682240,6684450,6684661,6684845,6685157,6686298,6686913,6690738,6693094,6693498,6694645,6696476,6696670,6697567,6697805,6702223,6702590,6707284,6707548,6707940,6709853,6710856,6711207,6712417,6712634,6713326,6713520,6714093,6714259,6714457,6718175,6718423,6719414,6720693
9	123714613	123812554	NM_001735.2	0	-	C5	CPAMD4,C5a,C5b	ENSG00000106804	ENST00000223642	123715016	123812524	123714613,123716007,123719562,123722525,123723759,123724948,123725170,123725913,123731338,123732447,123734207,123737056,123738977,123742360,123744121,123744932,123751323,123751845,123753468,123758517,123759824,123768196,123769181,123770685,123776150,123777476,123778531,123779639,123779920,123782253,123783786,123785681,123787731,123789437,123792674,123794390,123797080,123800158,123805281,123808468,123812459	123715146,123716146,123719646,123722615,123723843,123725054,123725245,123726016,123731396,123732529,123734270,123737209,123739183,123742532,123744217,123745092,123751399,123752058,123753558,123758578,123760052,123768336,123769255,123770776,123776348,123777539,123778661,123779789,123780130,123782457,123783972,123785797,123787858,123789552,123792765,123794473,123797172,123800229,123805444,123808661,123812554
5	41142247	41213695	NM_000065.3	0	-	C6		ENSG00000039537	ENST00000337836	41142926	41203332	41142247,41149342,41150036,41153911,41155073,41158775,41159183,41160243,41161794,41172326,41176576,41181460,41186171,41195893,41199869,41201659,41203189,41213477	41143108,41149584,41150127,41154100,41155206,41158887,41159355,41160469,41161961,41172449,41176817,41181661,41186310,41196035,41200014,41201816,41203352,41213695
5	40909598	40983042	NM_000587.2	0	+	C7		ENSG00000112936	ENST00000313164	40909712	40981675	40909598,40928681,40931165,40934426,40936439,40937653,40945299,40947703,40950005,40955488,40958134,40959550,40962186,40964842,40972504,40976851,40979826,40981493	40909718,40928737,40931241,40934568,40936587,40937792,40945470,40947947,40950116,40955655,40958363,40959722,40962274,40964975,40972696,40976942,40980011,40983042
1	57320442	57383894	NM_000562.2	0	+	C8A		ENSG00000157131	ENST00000361249	57320574	57383389	57320442,57333281,57340621,57341734,57347117,57349153,57351599,57372339,57373628,57378075,57383237	57320651,57333375,57340766,57341882,57347307,57349354,57351840,57372465,57373786,57378298,57383894
1	57394882	57431813	NM_000066.3	0	-	C8B		ENSG00000021852	ENST00000371237	57395076	57431621	57394882,57397482,57399007,57406521,57409368,57411493,57415227,57417720,57420358,57422441,57425692,57431529	57395231,57397551,57399161,57406685,57409497,57411734,57415425,57417853,57420500,57422583,57425849,57431813
5	39284377	39364655	NM_001737.3	0	-	C9		ENSG00000113600	ENST00000263408	39285300	39364566	39284377,39288824,39306718,39308331,39311238,39315876,39331777,39341247,39341657,39342192,39364489	39285335,39289053,39306894,39308460,39311479,39316131,39331916,39341395,39341802,39342298,39364655
8	86376130	86393721	NM_000067.2	0	+	CA2	Car2,CA-II,CAII	ENSG00000104267	ENST00000285379	86376310	86393018	86376130,86377500,86385921,86386552,86388026,86389348,86392898	86376344,86377698,86386040,86386645,86388089,86389504,86393721
7	2945709	3083579	NM_032415.5	0	-	CARD11	CARMA1,BIMP3	ENSG00000198286	ENST00000396946	2946271	2998140	2945709,2949683,2951805,2952920,2954870,2956923,2958124,2959005,2962267,2962765,2963866,2966372,2968231,2969625,2972168,2974086,2976670,2977540,2978312,2979382,2983845,2985452,2987208,2998133,3083300	2946476,2949799,2951930,2953100,2955006,2957019,2958221,2959246,2962394,2962967,2963999,2966425,2968332,2969708,2972220,2974263,2976868,2977666,2978465,2979562,2984171,2985590,2987421,2998265,3083579
9	139258407	139268133	NM_052813.4	0	-	CARD9		ENSG00000187796	ENST00000371732	139258753	139266530	139258407,139258934,139259592,139261251,139261667,139262088,139264201,139264745,139264973,139265292,139265775,139266346,139267983	139258853,139259011,139259669,139261297,139261709,139262280,139264327,139264889,139265153,139265597,139265913,139266546,139268133
2	202047620	202086383	NM_032977.3	0	+	CASP10	MCH4	ENSG00000003400	ENST00000286186	202050500	202082464	202047620,202050493,202052428,202057706,202060564,202068452,202070604,202072797,202073792,202082310	202048031,202050847,202052522,202057842,202060671,202068489,202070696,202072906,202074285,202086383
2	202098165	202152434	NM_001228.4	0	+	CASP8	MCH5,MACH,FLICE,Casp-8	ENSG00000064012	ENST00000264275	202131209	202151317	202098165,202098738,202131183,202134232,202136238,202137360,202139611,202141549,202149538,202151181	202098345,202098835,202131514,202134328,202136344,202137499,202139676,202141691,202150040,202152434
16	28943259	28950668	NM_001770.5	0	+	CD19		ENSG00000177455	ENST00000538922	28943321	28950284	28943259,28943666,28944231,28944554,28946764,28947473,28947832,28948343,28948591,28948775,28948944,28949089,28949996,28950192,28950461	28943409,28943933,28944435,28944830,28946875,28947522,28947921,28948457,28948696,28948844,28949001,28949146,28950089,28950299,28950668
1	167399876	167487847	NM_198053.2	0	-	CD247	CD3H,CD3Q	ENSG00000198821	ENST00000392122	167400917	167487702	167399876,167402260,167403256,167404635,167407806,167408580,167409900,167487644	167400983,167402296,167403313,167404671,167407887,167408637,167410004,167487847
12	6554050	6560884	NM_001242.4	0	+	CD27	S152,Tp55	ENSG00000139193	ENST00000266557	6554261	6560558	6554050,6554589,6559338,6559706,6560060,6560433	6554397,6554721,6559518,6559796,6560180,6560884
11	118209788	118213459	NM_000732.4	0	-	CD3D		ENSG00000167286	ENST00000300692	118209876	118213322	118209788,118210165,118210489,118211089,118213267	118209942,118210209,118210621,118211308,118213459
11	118175294	118186890	NM_000733.3	0	+	CD3E		ENSG00000198851	ENST00000361763	118175667	118186257	118175294,118175608,118178002,118179141,118182867,118183332,118184421,118185162,118186200	118175491,118175716,118178023,118179156,118182885,118183581,118184589,118185209,118186890
11	118215058	118224497	NM_000073.2	0	+	CD3G		ENSG00000160654	ENST00000532917	118215138	118223184	118215058,118219741,118220457,118221266,118222342,118223118,118223833	118215193,118219765,118220685,118221398,118222386,118223202,118224497
20	44746892	44758384	NM_001250.5	0	+	CD40	p50,Bp50	ENSG00000101017	ENST00000372285	44746982	44757679	44746892,44750458,44750871,44751248,44751764,44755278,44756776,44756968,44757520	44747033,44750537,44750997,44751395,44751858,44755340,44756863,44756997,44758384
X	135730335	135742549	NM_000074.2	0	+	CD40LG	CD40L,TRAP,gp39,hCD40L,CD154	ENSG00000102245	ENST00000370629	135730407	135741574	135730335,135732424,135736531,135738514,135741197	135730563,135732556,135736589,135738577,135742549
19	42381189	42385439	NM_001783.3	0	+	CD79A	MB-1	ENSG00000105369	ENST00000221972	42381374	42385047	42381189,42383059,42383604,42384736,42384933	42381453,42383359,42383723,42384805,42385439
17	62006097	62009704	NM_000626.2	0	-	CD79B	B29	ENSG00000007312	ENST00000006750	62006585	62009621	62006097,62006793,62007129,62007433,62008694,62009554	62006684,62006835,62007248,62007745,62008745,62009704
11	2398546	2418649	NM_004356.3	0	+	CD81	TAPA-1,TSPAN28	ENSG00000110651	ENST00000263645	2398779	2418096	2398546,2411641,2415324,2416201,2416645,2417098,2417857,2418033	2398845,2411756,2415422,2416276,2416750,2417200,2417944,2418649
2	87011727	87018837	NM_001768.6	0	-	CD8A		ENSG00000153563	ENST00000283635	87013042	87017948	87011727,87015652,87016445,87016762,87017450,87017899	87013094,87015683,87016556,87016873,87017804,87018837
15	43015759	43029417	NM_138477.2	0	-	CDAN1	CDA-I,CDAI	ENSG00000140326	ENST00000356231	43016688	43029300	43015759,43017341,43017686,43018294,43018507,43019818,43020152,43020401,43020849,43021220,43021426,43021765,43021993,43022325,43022795,43023122,43023408,43023817,43024530,43025294,43026135,43026423,43027297,43027458,43027707,43028072,43028499,43029210	43016814,43017449,43017868,43018358,43018615,43019967,43020231,43020465,43021008,43021324,43021560,43021820,43022083,43022413,43022962,43023269,43023529,43024023,43024606,43025384,43026245,43026544,43027376,43027572,43027877,43028276,43028978,43029417
14	23586514	23588820	NM_001805.3	0	-	CEBPE	CRP1	ENSG00000092067	ENST00000206513	23586695	23588300	23586514,23587790	23587031,23588820
6	31913720	31919861	NM_001710.5	0	+	CFB	H2-Bf	ENSG00000243649	ENST00000425368	31913998	31919807	31913720,31914149,31914783,31915124,31915518,31915721,31916150,31916606,31917019,31917196,31917826,31918062,31918395,31918644,31918920,31919117,31919331,31919651	31914062,31914383,31914969,31915298,31915620,31915858,31916289,31916738,31917121,31917334,31917924,31918180,31918549,31918721,31919021,31919250,31919381,31919861
19	859664	863610	NM_001928.2	0	+	CFD	ADN	ENSG00000197766	ENST00000327726	859689	863238	859664,860616,860860,861698,863091	859744,860773,861005,861956,863610
1	196621007	196716634	NM_000186.3	0	+	CFH	HUS,FHL1,ARMS1,ARMD4	ENSG00000000971	ENST00000367429	196621247	196716443	196621007,196642107,196642986,196645118,196646605,196648752,196654193,196658549,196659192,196682864,196684722,196694250,196695599,196695890,196697475,196705953,196706604,196709748,196711004,196712581,196714946,196716240	196621305,196642293,196643092,196645195,196646797,196648923,196654367,196658744,196659369,196683047,196684899,196694427,196695782,196696070,196697652,196706136,196706790,196709922,196711181,196712758,196715129,196716634
1	196946666	196978803	NM_030787.3	0	+	CFHR5	FHR5,FHR-5	ENSG00000134389	ENST00000367414	196946794	196977813	196946666,196952014,196953090,196963209,196964846,196965151,196967257,196971611,196973790,196977616	196946852,196952209,196953267,196963386,196965029,196965331,196967434,196971794,196973973,196978803
4	110661847	110723335	NM_000204.3	0	-	CFI	FI,C3b-INA,KAF	ENSG00000205403	ENST00000394634	110662048	110723127	110661847,110663646,110667377,110670373,110670654,110673623,110678918,110681425,110681678,110682672,110685692,110687709,110723070	110662266,110663751,110667658,110670477,110670758,110673659,110678939,110681536,110681792,110682848,110685846,110687980,110723335
X	47483611	47489704	NM_002621.2	0	-	CFP		ENSG00000126759	ENST00000247153	47483673	47489243	47483611,47485456,47485726,47486171,47486539,47486869,47487500,47488922,47489167,47489527	47483839,47485568,47485918,47486345,47486731,47487040,47487676,47489073,47489308,47489704
8	61591323	61780586	NM_017780.3	0	+	CHD7	KIAA1416,FLJ20357,FLJ20361	ENSG00000171316	ENST00000423902	61653991	61778492	61591323,61653817,61693558,61707544,61712946,61714086,61720775,61728945,61732565,61734348,61734582,61735061,61736398,61741221,61742880,61748631,61749375,61750226,61750634,61754202,61754405,61757422,61757808,61761073,61761609,61763051,61763590,61763820,61764577,61765056,61765387,61766921,61768533,61769003,61773462,61774754,61775106,61777574	61591641,61655656,61693989,61707686,61713084,61714152,61720831,61729060,61732649,61734486,61734704,61735305,61736575,61741365,61743136,61748842,61749571,61750394,61750814,61754313,61754611,61757622,61757968,61761163,61761713,61763181,61763663,61763878,61764806,61765265,61766059,61767082,61768761,61769447,61773684,61774895,61775211,61780586
16	10971054	11018840	NM_000246.3	0	+	CIITA	C2TA,NLRA	ENSG00000179583	ENST00000324288	10971187	11017160	10971054,10989138,10989525,10992526,10992781,10995370,10995894,10996514,10997587,10998600,11000355,11002885,11004044,11009426,11010223,11012296,11016023,11016263,11017084,11017734	10971239,10989285,10989621,10992589,10992859,10995415,10996041,10996658,10997752,10998669,11002006,11003044,11004116,11009507,11010316,11012383,11016107,11016347,11017182,11018840
16	1494933	1525085	NM_001287.5	0	-	CLCN7	CLC-7,OPTA2,CLC7,ClC-7,PPP1R63	ENSG00000103249	ENST00000382745	1496631	1524975	1494933,1497006,1497392,1497655,1498355,1498681,1498966,1499276,1500497,1501623,1502755,1503834,1504411,1505134,1505731,1506113,1507254,1507694,1509107,1510418,1510816,1511405,1511603,1515267,1524834	1496718,1497087,1497569,1497715,1498485,1498767,1499094,1499328,1500667,1501717,1502894,1503895,1504466,1505251,1505796,1506207,1507338,1507757,1509188,1510528,1510949,1511471,1511675,1515339,1525085
12	10269375	10282868	NM_197947.2	0	-	CLEC7A	dectin-1,hDectin-1,CD369,SCARE2	ENSG00000172243	ENST00000304084	10271056	10282681	10269375,10275843,10277895,10279169,10280345,10282578	10271189,10275962,10278047,10279307,10280444,10282868
2	3642421	3692234	NM_024027.4	0	+	COLEC11	MGC3279,CL-K1	ENSG00000118004	ENST00000349077	3651930	3691708	3642421,3651904,3660900,3685122,3687867,3691033,3691316	3642758,3652060,3660972,3685194,3687921,3691129,3692234
1	160258376	160313354	NM_004371.3	0	-	COPA	HEP-COP	ENSG00000122218	ENST00000241704	160259946	160312960	160258376,160260281,160261124,160261608,160261801,160262273,160262955,160263175,160264273,160264557,160265525,160265850,160267132,160267345,160268634,160268891,160275222,160275477,160276143,160276952,160278890,160279981,160281657,160282874,160283779,160293220,160295332,160302237,160303392,160305031,160309698,160309970,160312920	160260006,160260476,160261286,160261719,160261988,160262410,160263024,160263253,160264383,160264647,160265649,160265939,160267228,160267535,160268781,160269054,160275361,160275563,160276283,160277035,160278966,160280048,160281808,160282957,160283915,160293320,160295442,160302347,160303469,160305112,160309772,160310084,160313354
16	30194730	30200397	NM_007074.3	0	+	CORO1A	HCORO1,p57,coronin-1	ENSG00000102879	ENST00000219150	30196530	30200285	30194730,30196529,30197918,30198136,30198359,30198702,30199045,30199262,30199512,30199681,30200180	30195046,30196728,30198041,30198266,30198544,30198822,30199150,30199408,30199570,30199897,30200397
1	207627644	207663240	NM_001006658.2	0	+	CR2	CD21,C3DR	ENSG00000117322	ENST00000367057	207627763	207658899	207627644,207639870,207641871,207642144,207642494,207643039,207644084,207644341,207644767,207646116,207646889,207647145,207647585,207648168,207649578,207651229,207652601,207653322,207658808,207662486	207627821,207640257,207642060,207642244,207642577,207643447,207644261,207644432,207644844,207646524,207647066,207647230,207647668,207648561,207649764,207651415,207652625,207653398,207658917,207663240
X	1387692	1428828	NM_006140.4	0	+	CSF2RA	CD116	ENSG00000198223	ENST00000381529	1401596	1428372	1387692,1393647,1401570,1404670,1407411,1407651,1409229,1413220,1414319,1419383,1422815,1424338,1428294	1387772,1393735,1401672,1404813,1407535,1407781,1409402,1413354,1414349,1419519,1422912,1424420,1428828
22	37309674	37336479	NM_000395.2	0	+	CSF2RB	IL5RB,CD131	ENSG00000100368	ENST00000262825	37318249	37334544	37309674,37318077,37319285,37322028,37325443,37325680,37326416,37326714,37328806,37329873,37331392,37331671,37332590,37333418	37309719,37318325,37319409,37322219,37325601,37325849,37326552,37326872,37328946,37330036,37331483,37331729,37332694,37336479
1	36931643	36948915	NM_000760.3	0	-	CSF3R	GCSFR	ENSG00000119535	ENST00000373106	36931957	36945097	36931643,36932830,36933158,36933422,36933675,36934756,36935252,36937033,36937666,36937838,36938117,36939035,36939364,36940977,36945033,36947078,36948411	36932428,36932912,36933252,36933563,36933822,36934858,36935441,36937247,36937740,36937992,36938287,36939223,36939488,36941274,36945117,36947138,36948915
17	8128138	8151413	NM_025099.5	0	-	CTC1	FLJ22170,AAF132	ENSG00000178971	ENST00000315684	8131497	8151354	8128138,8131820,8132044,8132459,8132619,8133208,8133611,8133880,8134593,8135043,8135220,8135678,8136223,8137772,8138066,8138370,8139148,8139375,8140692,8141348,8141709,8146302,8151321	8131637,8131947,8132210,8132524,8132764,8133286,8133786,8133969,8134787,8135133,8135545,8135793,8136350,8137973,8138244,8138603,8139277,8139660,8140837,8141560,8141947,8146466,8151413
2	204732510	204738683	NM_005214.4	0	+	CTLA4	CD152,CD,GSE	ENSG00000163599	ENST00000302823	204732665	204737535	204732510,204735308,204736100,204737430	204732774,204735656,204736210,204738683
1	41444970	41478237	NM_001905.3	0	+	CTPS1		ENSG00000171793	ENST00000372621	41448962	41475917	41444970,41448949,41450492,41453043,41454265,41456836,41457436,41461588,41463065,41466700,41467831,41468785,41471722,41473120,41474330,41474465,41475116,41475832,41477329	41445501,41449128,41450663,41453144,41454382,41456920,41457517,41461740,41463198,41466789,41467926,41468848,41471766,41473217,41474386,41474562,41475261,41475926,41478237
11	88026759	88070941	NM_001814.4	0	-	CTSC	DPP1	ENSG00000109861	ENST00000227266	88027173	88070840	88026759,88029300,88033697,88042330,88045555,88068104,88070668	88027676,88029432,88033813,88042486,88045722,88068250,88070941
2	136871918	136875725	NM_003467.2	0	-	CXCR4	LESTR,NPY3R,HM89,NPYY3R,D2S201E,fusin,HSY3RR,NPYR,CD184	ENSG00000121966	ENST00000241393	136872438	136875630	136871918,136875615	136873482,136875725
16	88709696	88717492	NM_000101.3	0	-	CYBA	p22-PHOX	ENSG00000051523	ENST00000261623	88709760	88717421	88709696,88712523,88713162,88713508,88714452,88717363	88709979,88712605,88713246,88713583,88714522,88717492
X	37639269	37672714	NM_000397.3	0	+	CYBB	GP91-PHOX,NOX2	ENSG00000165168	ENST00000378588	37639330	37670170	37639269,37641340,37642742,37651227,37652917,37655203,37658207,37660508,37663129,37664258,37665639,37668819,37670043	37639375,37641436,37642853,37651312,37653063,37655394,37658337,37660601,37663383,37664421,37665786,37668944,37672714
10	14946609	14996431	NM_001033855.2	0	-	DCLRE1C	ARTEMIS,FLJ11360,SNM1C,A-SCID	ENSG00000152457	ENST00000453695	14950406	14996009	14946609,14961736,14964979,14968841,14970014,14974852,14976378,14976701,14977461,14978536,14981808,14987103,14991034,14995900	14951329,14961831,14965068,14968896,14970151,14974954,14976519,14976774,14977563,14978592,14981868,14987188,14991086,14996431
X	153991016	154005964	NM_001363.4	0	+	DKC1	XAP101,dyskerin,NAP57,NOLA4,Cbf5	ENSG00000130826	ENST00000369550	153991240	154005142	153991016,153993173,153993718,153994181,153994490,153995271,153995530,153996576,153997441,153999033,154001405,154002876,154003469,154004461,154005073	153991256,153993241,153993805,153994273,153994675,153995336,153995657,153996707,153997585,153999154,154001524,154002980,154003548,154004599,154005964
20	31350190	31397162	NM_006892.3	0	+	DNMT3B		ENSG00000088305	ENST00000328111	31368129	31395709	31350190,31368123,31369158,31372563,31374307,31375035,31376659,31379406,31380431,31381341,31383214,31383455,31384595,31384992,31386265,31387049,31387958,31388640,31389083,31390190,31393143,31394014,31395567	31350505,31368271,31369220,31372665,31374433,31375257,31376818,31379514,31380576,31381401,31383340,31383500,31384675,31385105,31386449,31387134,31388104,31388731,31389232,31390276,31393213,31394133,31397162
5	169064250	169510386	NM_004946.2	0	+	DOCK2	KIAA0209	ENSG00000134516	ENST00000256935	169064330	169509862	169064250,169081406,169096291,169097545,169098081,169101300,169108747,169111199,169116255,169122806,169125377,169126385,169127017,169129306,169135172,169138938,169139123,169141031,169141363,169143216,169144387,169145660,169174399,169186708,169188522,169230061,169267760,169410071,169412831,169423089,169435500,169435691,169445963,169454866,169461402,169463518,169468058,169469016,169472819,169474513,169477259,169482308,169483687,169484583,169494513,169496140,169502950,169504713,169505978,169507166,169508845,169509799	169064373,169081490,169096332,169097601,169098178,169101449,169108883,169111354,169116337,169122942,169125453,169126462,169127143,169129431,169135271,169139011,169139227,169141215,169141461,169143306,169144488,169145795,169174508,169186779,169188629,169230210,169267856,169410170,169412926,169423168,169435601,169435750,169446112,169454952,169461559,169463559,169468149,169469136,169472909,169474618,169477401,169482390,169483772,169484670,169494690,169496224,169503088,169504841,169506150,169507287,169508988,169510386
