# Genepanel: TrioPU Version: 01 Date: 2016-01-21 Post-processed: 2016-03-07
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds
1	24122088	24127034	NM_000403.3	0	-	GALE	SDR1E1	ENSG00000117308	ENST00000374497	24122438	24125497	24122088,24122640,24122998,24123186,24123365,24123523,24124184,24124606,24125104,24125376,24125855,24126876	24122497,24122755,24123076,24123272,24123432,24123637,24124361,24124720,24125220,24125502,24125926,24127034
1	24128366	24151949	NM_000191.2	0	-	HMGCL	HL	ENSG00000117305	ENST00000374490	24128952	24151905	24128366,24130889,24134624,24137225,24140679,24143164,24143965,24146999,24151845	24129054,24131015,24134813,24137289,24140828,24143260,24144073,24147083,24151949
1	24171571	24194859	NM_000147.4	0	-	FUCA1		ENSG00000179163	ENST00000374479	24172204	24194776	24171571,24172563,24175138,24180849,24186287,24189623,24191980,24194387	24172345,24172663,24175329,24181050,24186393,24189761,24192115,24194859
1	27022521	27108601	NM_006015.4	0	+	ARID1A	B120,P270,C10rf4,BAF250,BAF250a	ENSG00000117713	ENST00000324856	27022894	27107247	27022521,27056141,27057642,27059166,27087346,27087874,27088642,27089463,27092711,27092947,27094280,27097609,27098990,27099302,27099836,27100070,27100292,27100819,27102067,27105513	27024031,27056354,27058095,27059283,27087587,27087964,27088810,27089776,27092857,27093057,27094490,27097817,27099123,27099478,27099987,27100208,27100389,27101711,27102198,27108601
1	27114453	27124894	NM_017837.3	0	+	PIGV	FLJ20477	ENSG00000060642	ENST00000078527	27117306	27124335	27114453,27117249,27120603,27124053	27114759,27117384,27121725,27124894
1	38000049	38019945	NM_024700.3	0	-	SNIP1		ENSG00000163877	ENST00000296215	38003348	38019830	38000049,38005757,38018245,38019606	38003613,38006356,38018348,38019945
1	40538381	40563142	NM_000310.3	0	-	PPT1	CLN1,INCL	ENSG00000131238	ENST00000433473	40539732	40562910	40538381,40542513,40544231,40546068,40555081,40557000,40557716,40558069,40562786	40539855,40542585,40544330,40546159,40555184,40557071,40557844,40558179,40563142
1	43391045	43424847	NM_006516.2	0	-	SLC2A1	DYT18,DYT9	ENSG00000117394	ENST00000426263	43392711	43424322	43391045,43393275,43394602,43394880,43395263,43395543,43396296,43396716,43408896,43424304	43392912,43393479,43394704,43394985,43395451,43395706,43396537,43396877,43408992,43424847
1	44173203	44396837	NM_006279.3	0	+	ST3GAL3		ENSG00000126091	ENST00000361392	44201933	44395893	44173203,44201903,44257772,44280562,44303890,44360054,44363906,44364839,44365212,44386075,44386453,44395803	44173364,44202051,44257820,44280605,44303983,44360149,44363970,44364935,44365399,44386222,44386600,44396837
1	45965855	45976739	NM_015506.2	0	+	MMACHC	DKFZP564I122,cblC	ENSG00000132763	ENST00000401061	45966004	45974887	45965855,45973027,45973883,45974467	45966085,45973222,45974036,45976739
1	46654352	46664121	NM_017739.3	0	-	POMGNT1	FLJ20277,MGAT1.2,LGMD2O	ENSG00000085998	ENST00000371984	46654941	46663493	46654352,46655129,46655525,46656144,46656391,46657769,46657979,46658189,46658571,46658845,46658976,46659235,46659526,46659945,46660224,46660515,46661482,46661683,46662402,46662641,46663373,46664007	46655029,46655239,46655661,46656189,46656456,46657895,46658108,46658262,46658630,46658887,46659060,46659311,46659597,46660073,46660323,46660633,46661596,46661749,46662521,46662756,46663543,46664121
1	47715810	47779819	NM_003035.2	0	-	STIL	MCPH7	ENSG00000123473	ENST00000337817	47716807	47775991	47715810,47725960,47728574,47735306,47737747,47745912,47748016,47753222,47755106,47759129,47761436,47765576,47767232,47767905,47770560,47775947,47779707	47717594,47726211,47728785,47735538,47737913,47746881,47748131,47753332,47755257,47759216,47761520,47765824,47767420,47768018,47770668,47776034,47779819
1	52838500	52870143	NM_004153.3	0	-	ORC1	HSORC1,PARC1	ENSG00000085840	ENST00000371568	52838852	52867895	52838500,52840481,52841101,52847313,52849091,52849501,52850221,52850832,52851523,52854113,52854888,52859114,52861717,52863356,52867033,52867800,52869917	52839047,52840569,52841271,52847433,52849241,52849609,52850393,52850934,52851621,52854309,52854993,52859475,52862036,52863535,52867161,52867900,52870143
1	55315299	55352921	NM_014762.3	0	-	DHCR24	KIAA0018,seladin-1	ENSG00000116133	ENST00000371269	55317905	55352792	55315299,55319106,55319709,55330975,55337022,55340765,55341614,55349290,55352561	55318059,55319285,55319907,55331119,55337286,55340884,55341720,55349446,55352921
1	55464616	55474465	NM_057176.2	0	+	BSND	BART	ENSG00000162399	ENST00000371265	55464859	55474301	55464616,55470694,55472669,55473886	55465036,55470789,55472945,55474465
1	63833260	63904233	NM_013339.3	0	+	ALG6		ENSG00000088035	ENST00000371108	63836648	63902691	63833260,63836441,63862183,63867924,63870123,63871987,63872732,63876816,63877596,63879731,63881543,63885040,63894403,63894598,63902493	63833358,63836730,63862268,63868014,63870212,63872070,63872797,63877002,63877732,63879817,63881628,63885111,63894472,63894797,63904233
1	76190031	76229363	NM_000016.5	0	+	ACADM	MCAD,MCADH,ACAD1	ENSG00000117054	ENST00000370841	76190472	76228448	76190031,76194085,76198328,76198537,76199212,76200475,76205664,76211490,76215103,76216135,76226806,76228376	76190502,76194173,76198426,76198607,76199313,76200556,76205795,76211599,76215244,76216231,76227055,76229363
1	100315639	100389579	NM_000642.2	0	+	AGL		ENSG00000162688	ENST00000361915	100316598	100387207	100315639,100316530,100327058,100327812,100329941,100335955,100336313,100340242,100340709,100340913,100342013,100343196,100345478,100346187,100346631,100346847,100347096,100349675,100349894,100350124,100353533,100356775,100357161,100357987,100361841,100366191,100368238,100376267,100377960,100379082,100380944,100381965,100382153,100387089	100315971,100316680,100327269,100327979,100330145,100336137,100336425,100340366,100340812,100341011,100342153,100343384,100345602,100346351,100346733,100347003,100347247,100349800,100350007,100350259,100353664,100356912,100357295,100358163,100361944,100366417,100368350,100376403,100378073,100379294,100381042,100382053,100382287,100389579
1	100652477	100715409	NM_001918.3	0	-	DBT		ENSG00000137992	ENST00000370132	100661810	100715376	100652477,100671785,100672000,100676249,100680372,100681538,100684181,100696288,100700991,100706316,100715325	100661978,100671857,100672192,100676327,100680539,100681755,100684303,100696470,100701067,100706440,100715409
1	109419602	109473044	NM_013296.4	0	+	GPSM2	LGN,Pins	ENSG00000121957	ENST00000264126	109428144	109472562	109419602,109427896,109439485,109440113,109440580,109441263,109441500,109444411,109445747,109446746,109456959,109461234,109465038,109466621,109472322	109419850,109428200,109439707,109440249,109440723,109441387,109441616,109444567,109445856,109446876,109457030,109461411,109465198,109466836,109473044
1	110602996	110613322	NM_006492.2	0	-	ALX3		ENSG00000156150	ENST00000369792	110603354	110613234	110602996,110604056,110607208,110612957	110603663,110604185,110607525,110613322
1	114437370	114447741	NM_006594.3	0	-	AP4B1	BETA-4	ENSG00000134262	ENST00000256658	114437686	114447339	114437370,114438378,114438879,114440461,114441339,114442525,114443857,114444376,114445259,114447226,114447563	114438114,114438660,114439087,114440565,114441423,114443022,114444005,114444507,114445484,114447415,114447741
1	115247084	115259515	NM_002524.4	0	-	NRAS	N-ras	ENSG00000213281	ENST00000369535	115251155	115258781	115247084,115250774,115251151,115252189,115256420,115258670,115259278	115250671,115250813,115251275,115252349,115256599,115258798,115259515
1	120254418	120286849	NM_006623.3	0	+	PHGDH	SERA,PGDH,PDG	ENSG00000092621	ENST00000369409	120254645	120286663	120254418,120263792,120265998,120269473,120269626,120277256,120277917,120279736,120283008,120284389,120285429,120286508	120254783,120263944,120266064,120269528,120269725,120277389,120278066,120279889,120283141,120284520,120285667,120286849
1	120290618	120311555	NM_005518.3	0	-	HMGCS2		ENSG00000134240	ENST00000369406	120293424	120311467	120290618,120293419,120295171,120295902,120298049,120299895,120301740,120302486,120306794,120311363	120291464,120293531,120295297,120296009,120298220,120300061,120301905,120302612,120307249,120311555
1	151375199	151431941	NM_015100.3	0	-	POGZ	KIAA0461,ZNF635m,ZNF280E	ENSG00000143442	ENST00000271715	151377277	151414680	151375199,151379082,151379386,151379710,151380575,151380884,151381169,151384100,151384771,151395872,151396424,151397430,151400298,151400598,151402078,151403141,151413403,151414556,151431627	151378940,151379107,151379499,151379767,151380716,151381057,151381304,151384247,151384872,151396027,151396762,151397537,151400517,151400889,151402187,151403317,151413562,151414681,151431941
1	154554533	154580724	NM_001111.4	0	-	ADAR	ADAR1	ENSG00000160710	ENST00000368474	154557281	154580482	154554533,154557692,154558228,154558656,154560600,154561026,154561844,154562232,154562659,154569280,154569598,154570303,154570877,154573516,154580467	154557519,154557820,154558341,154558839,154560734,154561149,154561938,154562404,154562885,154569471,154569743,154570452,154571061,154575102,154580724
1	155204238	155214653	NM_001005741.2	0	-	GBA	GBA1	ENSG00000177628	ENST00000327247	155204785	155210903	155204238,155204985,155205471,155206035,155207131,155207924,155208307,155209406,155209676,155210420,155210876,155214296	155204891,155205102,155205635,155206260,155207369,155208097,155208441,155209553,155209868,155210508,155210971,155214653
1	160007256	160040051	NM_002241.4	0	-	KCNJ10	Kir4.1,Kir1.2	ENSG00000177807	ENST00000368089	160011182	160012322	160007256,160039811	160012322,160040051
1	160246598	160254941	NM_002857.3	0	-	PEX19	HK33,D1S2223E,PMP1,PMPI,PXMP1	ENSG00000162735	ENST00000368072	160249340	160254914	160246598,160249590,160249859,160251828,160252206,160252733,160253319,160254844	160249424,160249635,160250036,160251990,160252292,160252899,160253429,160254941
1	165693527	165738159	NM_019026.4	0	-	TMCO1	HP10122	ENSG00000143183	ENST00000392129	165697259	165738141	165693527,165712403,165721338,165723464,165728761,165737428,165737918	165697358,165712548,165721406,165723511,165728821,165737506,165738159
1	170633312	170708541	NM_022716.3	0	+	PRRX1	PHOX1	ENSG00000116132	ENST00000239461	170633359	170705327	170633312,170688866,170695360,170705188	170633600,170689042,170695542,170708541
1	173793796	173827682	NM_018122.4	0	+	DARS2	FLJ10514	ENSG00000117593	ENST00000361951	173794367	173826843	173793796,173795824,173797470,173799797,173800672,173802513,173803610,173806077,173807327,173808504,173810003,173814366,173819464,173822486,173822932,173825803,173826655	173794494,173795924,173797537,173799899,173800768,173802637,173803657,173806184,173807397,173808684,173810111,173814429,173819617,173822705,173823043,173825879,173827682
1	180199432	180244188	NM_033343.3	0	+	LHX4	Gsh4	ENSG00000121454	ENST00000263726	180199664	180243714	180199432,180217419,180235526,180240514,180240969,180243319	180199740,180217591,180235729,180240669,180241141,180244188
1	182347227	182361341	NM_002065.6	0	-	GLUL		ENSG00000135821	ENST00000311223	182353539	182357872	182347227,182354491,182354894,182355390,182356265,182357706,182359631,182360813	182353858,182354691,182355022,182355537,182356427,182357885,182359987,182361341
1	197053256	197115824	NM_018136.4	0	-	ASPM	Calmbp1,ASP,FLJ10517,FLJ10549	ENSG00000066279	ENST00000367409	197053453	197115567	197053256,197055932,197057385,197059059,197059325,197059979,197061036,197062181,197063213,197065127,197069560,197086918,197091044,197091288,197091517,197093239,197093999,197094175,197097619,197098316,197099044,197101414,197102479,197104225,197108896,197111460,197113086,197115270	197053556,197056102,197057562,197059214,197059518,197060171,197061186,197062391,197063310,197065294,197074315,197087113,197091173,197091431,197091725,197093461,197094085,197094321,197097795,197098447,197099186,197101482,197102725,197104372,197109001,197112940,197113230,197115824
1	220321609	220445843	NM_012414.3	0	-	RAB3GAP2	RAB3-GAP150,KIAA0839,DKFZP434D245,SPG69	ENSG00000118873	ENST00000358951	220324592	220445679	220321609,220324947,220326526,220327309,220330611,220331143,220332727,220335539,220338074,220340634,220340843,220344233,220345230,220345978,220355598,220356055,220357377,220358992,220363044,220363405,220363718,220364409,220366581,220368419,220368639,220369591,220375617,220379248,220383729,220384142,220384296,220386228,220387197,220406140,220445564	220324748,220325106,220326748,220327399,220330830,220331218,220332763,220335610,220338141,220340741,220341017,220344462,220345391,220346084,220355692,220356273,220357505,220359083,220363109,220363488,220363862,220364626,220366721,220368509,220368719,220369740,220375716,220379348,220383831,220384218,220384344,220386310,220387321,220406205,220445843
1	227127937	227175246	NM_020247.4	0	+	ADCK3	COQ8,SCAR9	ENSG00000163050	ENST00000366777	227149086	227174438	227127937,227149077,227152700,227153371,227165149,227169727,227170378,227170594,227171252,227171461,227171794,227172248,227172576,227172954,227174153	227128100,227149263,227153111,227153438,227165224,227169850,227170464,227170735,227171334,227171555,227171936,227172356,227172642,227173041,227175246
1	228337414	228347527	NM_020435.3	0	+	GJC2	CX47,CX46.6,SPG44	ENSG00000198835	ENST00000366714	228345459	228346779	228337414,228345440	228337708,228347527
1	231376918	231413719	NM_014236.3	0	+	GNPAT	DHAPAT,DAPAT,DAP-AT	ENSG00000116906	ENST00000366647	231377124	231413288	231376918,231386706,231396252,231398468,231401038,231401457,231401759,231402022,231403425,231406503,231408057,231409667,231410966,231411150,231411880,231413244	231377202,231386889,231396429,231398598,231401166,231401533,231401911,231402153,231403649,231406746,231408137,231409808,231411066,231411244,231411942,231413719
1	235530674	235612283	NM_003193.4	0	+	TBCE	KCS1,pac2	ENSG00000116957	ENST00000406207	235543364	235612077	235530674,235543333,235564817,235577747,235582787,235590454,235594019,235597518,235599059,235599700,235599858,235600636,235602083,235605128,235606166,235611663,235611984	235530819,235543464,235564902,235577933,235582876,235590554,235594119,235597595,235599155,235599765,235599923,235600789,235602237,235605197,235606226,235611755,235612283
1	235824330	236030227	NM_000081.3	0	-	LYST	CHS	ENSG00000143669	ENST00000389793	235826239	235993717	235824330,235827283,235827764,235840390,235840779,235850248,235856649,235860382,235866046,235872390,235875356,235878500,235880011,235883960,235887327,235891375,235892895,235894146,235894331,235896802,235897129,235897782,235904721,235907278,235909635,235914509,235915304,235916343,235918777,235920580,235922271,235926019,235929378,235933459,235937141,235938212,235940362,235944164,235945226,235950499,235952000,235954998,235956802,235963619,235964170,235966207,235967803,235969042,235971754,235976270,235993525,235996877,236030142	235826378,235827355,235827921,235840488,235840919,235850347,235856786,235860572,235866277,235872608,235875497,235878657,235880078,235884205,235887480,235891431,235892957,235894243,235894477,235896991,235897206,235897959,235904928,235907457,235909827,235914662,235915471,235916574,235918947,235920758,235922899,235926151,235929577,235933597,235937291,235938386,235940608,235944355,235945387,235950673,235952145,235955425,235956912,235963686,235964397,235966364,235967965,235970072,235973834,235976361,235993724,235996967,236030227
1	236958580	237067281	NM_000254.2	0	+	MTR	cblG	ENSG00000116984	ENST00000366577	236959003	237060944	236958580,236966727,236969443,236972003,236973802,236976037,236978903,236979748,236987418,236988637,236990128,236992488,236995265,236998846,237001713,237013643,237015820,237016247,237023132,237024424,237025535,237026753,237037072,237038025,237044054,237048420,237049591,237052480,237054432,237057656,237058657,237060305,237060857	236959037,236966942,236969533,236972073,236973895,236976144,236978963,236979843,236987519,236988699,236990196,236992568,236995378,236998987,237001899,237013823,237015937,237016388,237023222,237024577,237025643,237026854,237037140,237038146,237044136,237048519,237049667,237052636,237054629,237057857,237058850,237060418,237067281
1	241660856	241683085	NM_000143.3	0	-	FH	fumarase	ENSG00000091483	ENST00000366560	241661127	241683022	241660856,241663736,241665742,241667341,241669302,241671902,241675266,241676902,241680481,241682890	241661270,241663890,241665870,241667545,241669468,241672085,241675443,241677013,241680616,241683085
1	243419306	243663393	NM_006642.3	0	+	SDCCAG8	NY-CO-8,CCCAP,SLSN7,NPHP10,BBS16	ENSG00000054282	ENST00000366541	243419475	243663087	243419306,243433406,243434279,243437844,243449573,243456392,243468014,243471290,243480056,243493841,243504340,243507516,243542022,243579003,243581269,243589728,243652315,243663057	243419542,243433559,243434365,243437958,243449699,243456521,243468079,243471479,243480195,243493994,243504475,243507633,243542165,243579131,243581378,243589860,243652442,243663393
1	243663020	244006584	NM_005465.4	0	-	AKT3	PKBG,RAC-gamma,PRKBG	ENSG00000117020	ENST00000263826	243668550	244006472	243663020,243675625,243708811,243716030,243727021,243736227,243776972,243778397,243800912,243809194,243828073,243858892,244006426	243668636,243675728,243708899,243716245,243727150,243736350,243777041,243778463,243801044,243809339,243828185,243859018,244006584
2	3642421	3692234	NM_024027.4	0	+	COLEC11	MGC3279,CL-K1	ENSG00000118004	ENST00000349077	3651930	3691708	3642421,3651904,3660900,3685122,3687867,3691033,3691316	3642758,3652060,3660972,3685194,3687921,3691129,3692234
2	16080559	16087129	NM_005378.5	0	+	MYCN	bHLHe37,N-myc,MYCNOT	ENSG00000134323	ENST00000281043	16082186	16086219	16080559,16082069,16085614	16080865,16082976,16087129
2	20110028	20189884	NM_001006657.1	0	-	WDR35	MGC33196,KIAA1336,IFT121,IFTA1	ENSG00000118965	ENST00000345530	20113318	20189776	20110028,20113797,20130156,20131029,20132043,20133161,20135231,20135979,20137503,20138025,20141519,20145546,20146221,20147924,20151175,20153594,20160314,20162055,20166484,20169240,20173323,20174228,20175290,20178511,20180451,20182223,20188925,20189752	20113469,20114038,20130313,20131170,20132208,20133272,20135364,20136126,20137707,20138162,20141600,20145757,20146331,20147978,20151245,20153739,20160375,20162088,20166670,20169366,20173469,20174394,20175424,20178640,20180544,20182295,20189043,20189884
2	25455829	25565459	NM_175629.2	0	-	DNMT3A		ENSG00000119772	ENST00000264709	25457147	25536853	25455829,25458575,25459804,25461998,25463170,25463508,25464430,25466766,25467023,25467408,25468121,25468888,25469028,25469488,25469919,25470459,25470905,25497809,25498368,25505309,25523007,25536781,25565298	25457289,25458694,25459874,25462084,25463319,25463599,25464576,25466851,25467207,25467521,25468201,25468933,25469178,25469645,25470027,25470618,25471121,25497956,25498412,25505580,25523112,25537030,25565459
2	27532359	27545969	NM_002437.4	0	-	MPV17	SYM1	ENSG00000115204	ENST00000380044	27532779	27545384	27532359,27534766,27535081,27535360,27535546,27535860,27545314,27545918	27532849,27534819,27535114,27535456,27535639,27535976,27545389,27545969
2	39208689	39347604	NM_005633.3	0	-	SOS1	HGF,GF1	ENSG00000115904	ENST00000402219	39212964	39347563	39208689,39214613,39216410,39222263,39224062,39224393,39233552,39234171,39237724,39239266,39240600,39241007,39241905,39249710,39251150,39262352,39262530,39278284,39281754,39283842,39285813,39294768,39347476	39213456,39214732,39216455,39222528,39224179,39224566,39233670,39234334,39237844,39239489,39240704,39241130,39241987,39250366,39251278,39262451,39262641,39278428,39281964,39284007,39285945,39294894,39347604
2	44113362	44223144	NM_133259.3	0	-	LRPPRC	GP130,LRP130	ENSG00000138095	ENST00000260665	44115738	44223086	44113362,44116872,44121683,44123772,44126357,44126604,44128458,44132830,44139570,44145163,44145394,44152205,44153031,44161328,44161892,44170825,44172470,44173251,44174395,44174869,44175260,44175550,44176740,44177711,44184523,44187679,44190726,44200745,44200933,44201288,44201752,44202229,44203281,44204132,44204293,44206964,44209376,44222937	44115795,44117015,44121768,44123847,44126473,44126744,44128663,44132919,44139697,44145272,44145537,44152296,44153100,44161435,44162017,44171033,44172556,44173382,44174509,44174914,44175338,44175657,44176798,44177739,44184590,44187773,44190845,44200853,44201039,44201434,44201897,44202356,44203368,44204191,44204415,44207087,44209573,44223144
2	45169036	45173216	NM_005413.3	0	+	SIX3		ENSG00000138083	ENST00000260653	45169243	45171899	45169036,45171706	45170049,45173216
2	50145642	51259674	NM_001135659.1	0	-	NRXN1	KIAA0578,Hs.22998	ENSG00000179915	ENST00000404971	50149081	51255411	50145642,50170841,50280408,50282092,50318460,50463926,50692579,50699435,50723042,50724470,50733632,50755762,50758364,50765390,50779724,50847159,50848342,50850451,50858236,51149792,51153075,51253508,51254639,51259118	50149389,50170929,50280728,50282182,50318632,50464108,50692699,50699609,50723233,50724852,50733755,50755789,50758568,50765774,50780163,50847321,50848387,50850755,50858243,51149825,51153093,51253607,51256332,51259674
2	58386377	58468515	NM_018062.3	0	-	FANCL	FLJ10335,FAAP43,Pog	ENSG00000115392	ENST00000233741	58386899	58468448	58386377,58387242,58388656,58390000,58390163,58390568,58392858,58425728,58431264,58449076,58453862,58456948,58459188,58468352	58386935,58387314,58388773,58390082,58390209,58390652,58393009,58425797,58431361,58449177,58453919,58457009,58459247,58468515
2	61244811	61279125	NM_002618.3	0	+	PEX13		ENSG00000162928	ENST00000295030	61244894	61275905	61244811,61258553,61272860,61275606	61244986,61259248,61272986,61279125
2	63348534	63815867	NM_015910.5	0	-	WDPCP	hFrtz,fritz,BBS15	ENSG00000143951	ENST00000272321	63349140	63815405	63348534,63380048,63380629,63401804,63486441,63540382,63605520,63609040,63631182,63660878,63664554,63666890,63711737,63712050,63713675,63714580,63719989,63815330	63349191,63380080,63380709,63401967,63486544,63540446,63605644,63609229,63631792,63661070,63664688,63667005,63711797,63712121,63713720,63714628,63720074,63815867
2	69623244	69664760	NM_001002755.2	0	-	NFU1	CGI-33,NifU,NIFUC	ENSG00000169599	ENST00000410022	69623377	69664554	69623244,69627495,69633153,69642316,69646669,69650713,69659033,69664492	69623422,69627670,69633214,69642431,69646736,69650849,69659137,69664760
2	73114511	73119289	NM_003124.4	0	+	SPR	SDR38C1	ENSG00000116096	ENST00000234454	73114561	73118666	73114511,73115442,73118475	73114865,73115733,73119289
2	73612885	73837046	NM_015120.4	0	+	ALMS1	KIAA0328	ENSG00000116127	ENST00000264448	73612996	73836739	73612885,73635749,73646250,73649984,73651557,73653580,73659325,73675089,73682288,73716760,73746901,73761950,73777393,73784346,73786098,73799388,73826527,73827804,73828321,73829311,73830367,73835601,73836694	73613320,73635875,73646446,73650102,73652030,73653681,73659419,73681194,73682422,73718625,73747143,73762076,73777564,73784481,73786269,73800551,73826648,73828008,73828563,73829495,73830431,73835701,73837046
2	74362527	74375039	NM_212552.2	0	-	BOLA3		ENSG00000163170	ENST00000327428	74362719	74375001	74362527,74369398,74372315,74374947	74362785,74369487,74372430,74375039
2	74688183	74692537	NM_006302.2	0	-	MOGS	GCS1,CWH41,DER7	ENSG00000115275	ENST00000233616	74688401	74692374	74688183,74690316,74691622,74692022	74690139,74690513,74691849,74692537
2	84650646	84686586	NM_003849.3	0	-	SUCLG1		ENSG00000163541	ENST00000393868	84650869	84686393	84650646,84652538,84658631,84660475,84668170,84668370,84670407,84676772,84686296	84650896,84652727,84658783,84660559,84668228,84668583,84670524,84676876,84686586
2	86066270	86116157	NM_003896.3	0	-	ST3GAL5	ST3GalV,SIATGM3S	ENSG00000115525	ENST00000377332	86067266	86116028	86066270,86071518,86073499,86074983,86088303,86090484,86115946	86067515,86071677,86073686,86075327,86088415,86090608,86116157
2	88856258	88927094	NM_004836.5	0	-	EIF2AK3	PEK,PERK	ENSG00000172071	ENST00000303236	88857253	88926792	88856258,88858434,88861806,88870391,88874183,88876071,88879035,88882947,88885358,88887499,88888278,88889960,88890335,88892789,88894986,88913241,88926484	88857454,88858497,88861908,88870559,88874964,88876221,88879158,88883060,88885579,88887622,88888419,88890123,88890570,88892923,88895181,88913371,88927094
