# Genepanel: CDG1 Version: 02 Date: 2015-03-17
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds	inheritance	disease
9	101978706	101984246	NM_033087.3	0	-	ALG2	ALG2	ENSG00000119523	ENST00000476832	101980215	101984176	101978706,101983828	101981118,101984246	AR	Medfødte glykosyleringsdefekter type 1i
9	130697373	130700763	NM_003863.3	0	-	DPM2	DPM2	ENSG00000136908	ENST00000314392	130698000	130700099	130697373,130698831,130699712,130700096	130698059,130698934,130699802,130700763	AR	Medfødte glykosyleringsdefekter type 1u
9	131707808	131710012	NM_014908.3	0	-	DOLK	DOLK	ENSG00000175283	ENST00000372586	131707965	131709582	131707808	131710012	AR	Medfødte glykosyleringsdefekter type 1m
11	77811987	77850699	NM_024079.4	0	-	ALG8	ALG8	ENSG00000159063	ENST00000299626	77812009	77850634	77811987,77815025,77815401,77817852,77820487,77823695,77824931,77825311,77830227,77832110,77835066,77838403,77850539	77812241,77815098,77815499,77817992,77820627,77823816,77825035,77825438,77830295,77832220,77835260,77838482,77850699	AR	Medfødte glykosyleringsdefekter type 1h
11	111652918	111742305	NM_024740.2	0	-	ALG9	ALG9	ENSG00000086848	ENST00000531154	111657120	111742206	111652918,111680366,111706887,111708190,111708971,111711377,111715323,111724102,111724371,111728324,111731269,111735903,111739324,111740954,111742074,111742146	111657244,111680497,111707017,111708338,111709122,111711532,111715446,111724208,111724459,111728460,111731358,111735974,111739459,111741093,111742145,111742305	AR	Medfødte glykosyleringsdefekter type 1l
11	118967212	118972785	NM_001382.3	0	-	DPAGT1	DPAGT1	ENSG00000172269	ENST00000354202	118967707	118972365	118967212,118967851,118968173,118968564,118969112,118970971,118971339,118971727,118972204	118967773,118968007,118968261,118968753,118969197,118971118,118971553,118971848,118972785	AR	Medfødte glykosyleringsdefekter type 1j / Medfødt myasteni
11	125462689	125492654	NM_001278503.1	0	+	STT3A	STT3A	ENSG00000134910	ENST00000392708	125465810	125490705	125462689,125463532,125465775,125466953,125472197,125472697,125474051,125475523,125476195,125478003,125479328,125481322,125482486,125482883,125483981,125484218,125488267,125489905,125490666	125462813,125463620,125465898,125467014,125472319,125472843,125474142,125475630,125476360,125478184,125479484,125481414,125482642,125483072,125484098,125484321,125488456,125490021,125492654	AR	Medfødte glykosyleringsdefekter type 1w
13	52586522	52603780	NM_001004127.2	0	+	ALG11	ALG11	ENSG00000253710	ENST00000521508	52586554	52602726	52586522,52593048,52598141,52602454	52586598,52593279,52599073,52603780	AR	Medfødte glykosyleringsdefekter type 1p
15	75182351	75191798	NM_002435.2	0	+	MPI	MPI	ENSG00000178802	ENST00000563786	75182414	75190071	75182351,75182867,75183719,75185001,75185478,75188492,75189351,75189852	75182430,75182995,75183920,75185143,75185661,75188666,75189560,75191798	AR	Medfødte glykosyleringsdefekter type 1b
16	5121809	5137380	NM_019109.4	0	+	ALG1	ALG1	ENSG00000033011	ENST00000262374	5121850	5134882	5121809,5122951,5123153,5125388,5127445,5127907,5128757,5129064,5129748,5130946,5132559,5133682,5134750	5122058,5123029,5123257,5125537,5127535,5128018,5128879,5129103,5129808,5131057,5132674,5133758,5137380	AR	Medfødte glykosyleringsdefekter type 1k
16	8891669	8943194	NM_000303.2	0	+	PMM2	PMM2	ENSG00000140650	ENST00000268261	8891739	8941682	8891669,8895655,8898623,8900172,8904935,8905494,8906847,8941580	8891805,8895767,8898700,8900264,8905035,8905570,8906963,8943194	AR	Medfødte glykosyleringsdefekter type 1a
17	7486964	7491527	NM_004870.3	0	+	MPDU1	MPDU1	ENSG00000129255	ENST00000250124	7487180	7490869	7486964,7489049,7489263,7490009,7490216,7490478,7490743	7487283,7489115,7489396,7490095,7490335,7490589,7491527	AR	Medfødte glykosyleringsdefekter type 1f
20	49551404	49575060	NM_003859.1	0	-	DPM1	DPM1	ENSG00000000419	ENST00000371588	49551668	49575060	49551404,49552684,49557401,49558567,49562273,49562383,49565165,49571722,49574899	49551773,49552799,49557470,49558663,49562299,49562460,49565199,49571822,49575060	AR	Medfødte glykosyleringsdefekter type 1e
22	50296853	50312106	NM_024105.3	0	-	ALG12	ALG12	ENSG00000182858	ENST00000330817	50297485	50307413	50296853,50297826,50297984,50301368,50302891,50303541,50304081,50307032,50307251,50311910	50297714,50297902,50298154,50301592,50302995,50303736,50304255,50307165,50307491,50312106	AR	Medfødte glykosyleringsdefekter type 1g
X	110924345	111003875	NM_001099922.2	0	+	ALG13	ALG13	ENSG00000101901	ENST00000394780	110924446	111003227	110924345,110925359,110928192,110951254,110952192,110954902,110955711,110956452,110961073,110961339,110963322,110964830,110966020,110967025,110968161,110970036,110970559,110970841,110971412,110973622,110973752,110978278,110979941,110987895,110996017,111000815,111002961	110924527,110925522,110928331,110951621,110952276,110954953,110955758,110956525,110961155,110961502,110963398,110964939,110966085,110967126,110968289,110970283,110970673,110970998,110971533,110973655,110973808,110978350,110980107,110988132,110996058,111000990,111003875	X-bundet	Medfødte glykosyleringsdefekter type 1s
