# Genepanel: HSPogHA Version: 01 Date: 2015-05-13
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds	inheritance	disease
5	36606456	36688436	NM_004172.4	0	+	SLC1A3	SLC1A3	ENSG00000079215	ENST00000265113	36608525	36686371	36606456,36608430,36629551,36671130,36674150,36676993,36679728,36680496,36683965,36686166	36606837,36608706,36629689,36671335,36674193,36677286,36679962,36680691,36684100,36688436	AD	Episodisk ataksi, type 6 (EA6)
6	152442818	152957986	NM_033071.3	0	-	SYNE1	SYNE1	ENSG00000131018	ENST00000423061	152443570	152949466	152442818,152451854,152453256,152454410,152456238,152457752,152461084,152462337,152464757,152466621,152469179,152470611,152472687,152473093,152476026,152477044,152485297,152497528,152501270,152510386,152522958,152527302,152529106,152532628,152534746,152536040,152539391,152540137,152541976,152542560,152545628,152546855,152551681,152552525,152553250,152554915,152555802,152557241,152557951,152560667,152563374,152565671,152570295,152576014,152576725,152577768,152583166,152589190,152590289,152599223,152602941,152605112,152614722,152615094,152621775,152623003,152629623,152630965,152631530,152631822,152637983,152639215,152639997,152642372,152642855,152644612,152646218,152647092,152647430,152650864,152655142,152657975,152660375,152665215,152668193,152671752,152673161,152674397,152674723,152675859,152679507,152680449,152683304,152685981,152688352,152690106,152690605,152694171,152697515,152697910,152702140,152706808,152708206,152711414,152712411,152716650,152717909,152719753,152720750,152722272,152725347,152728148,152730202,152730693,152734486,152737521,152740703,152746515,152748827,152749339,152751246,152751616,152754929,152757075,152762264,152763209,152765545,152768592,152770667,152771759,152772181,152774720,152776560,152777020,152779891,152782731,152783872,152784487,152786392,152787116,152792731,152793435,152804219,152805969,152809530,152819876,152823767,152826335,152831327,152832145,152832705,152841593,152847214,152861094,152949399,152957772	152443811,152451913,152453349,152454623,152456367,152457953,152461296,152462464,152464900,152466690,152469513,152470803,152472825,152473276,152476177,152477232,152485460,152497695,152501429,152510542,152523084,152527497,152529341,152532723,152534894,152536195,152539538,152540320,152542181,152542694,152545799,152547011,152551837,152552702,152553400,152555098,152555935,152557438,152558083,152560841,152563575,152565791,152570397,152576224,152576881,152577900,152583323,152589300,152590421,152599415,152603115,152605307,152614884,152615262,152621916,152623198,152629763,152631152,152631653,152632008,152638121,152639398,152640150,152642525,152643021,152644872,152646437,152647237,152647768,152653025,152655408,152658152,152660501,152665362,152668370,152671905,152673488,152674568,152674879,152676111,152679672,152680593,152683458,152686154,152688517,152690262,152690749,152694354,152697693,152698047,152702497,152706973,152708516,152711587,152712703,152716806,152718115,152719866,152720958,152722476,152725449,152728331,152730361,152730844,152734666,152738150,152740857,152746682,152748951,152749527,152751345,152751844,152755080,152757236,152762405,152763380,152765713,152768757,152770776,152771968,152772340,152774855,152776725,152777179,152780065,152782875,152784025,152784652,152786595,152787213,152792900,152793548,152804384,152806107,152809638,152819927,152823877,152826532,152831506,152832238,152832726,152841677,152847310,152861156,152949689,152957986	AR	Spinocerebellar ataksi 8 (ARCA1)
7	4815261	4834026	NM_014855.2	0	+	AP5Z1	AP5Z1 (KIAA0415)	ENSG00000242802	ENST00000348624	4815346	4831016	4815261,4820805,4821198,4822946,4823319,4823833,4824538,4825045,4825152,4825880,4827264,4827784,4828470,4829462,4830089,4830303,4830745	4815387,4820943,4821385,4823091,4823429,4824002,4824679,4825083,4825315,4826059,4827407,4827925,4828582,4829560,4830222,4830518,4834026	AR	Spastisk paraplegi 48 (SPG48)
7	99699129	99704803	NM_004722.3	0	+	AP4M1	AP4M1	ENSG00000221838	ENST00000359593	99699337	99704505	99699129,99699502,99700297,99700486,99701031,99701234,99701714,99702496,99702667,99702862,99703067,99703581,99703863,99704025,99704280	99699395,99699591,99700404,99700583,99701142,99701315,99701777,99702563,99702721,99702969,99703162,99703626,99703914,99704137,99704803	AR	Spastisk paraplegi 50 (SPG50)
8	17104400	17155533	NM_152415.2	0	+	VPS37A	VPS37A	ENSG00000155975	ENST00000324849	17104753	17143936	17104400,17123415,17125766,17126364,17132241,17133905,17137536,17137747,17137883,17141981,17143855,17152495	17104878,17123490,17125881,17126465,17132467,17133976,17137664,17137806,17137952,17142125,17143936,17155533	AR	Spastisk paraplegi 53 (SPG53)
8	37594096	37615319	NM_007175.6	0	+	ERLIN2	ERLIN2	ENSG00000147475	ENST00000276461	37595440	37611633	37594096,37595425,37597882,37599289,37601872,37602088,37607076,37607311,37607912,37609143,37610967,37611432	37594196,37595547,37597964,37599336,37601934,37602214,37607150,37607370,37608004,37609233,37611047,37615319	AR	Spastisk paraplegi 18 (SPG18)
8	63972047	63998612	NM_000370.3	0	-	TTPA	TTPA	ENSG00000137561	ENST00000260116	63973810	63998580	63972047,63976764,63978462,63985493,63998376	63973984,63976875,63978656,63985647,63998612	AR	Ataksi med isolert vitamin E mangel (AVED)
8	65508528	65711348	NM_004820.3	0	-	CYP7B1	CYP7B1	ENSG00000172817	ENST00000310193	65509198	65711144	65508528,65517238,65527582,65528247,65536959,65711022	65509486,65517414,65527789,65528838,65537096,65711348	AR	Spastisk paraplegi 5A (SPG5A)
8	126036502	126104061	NM_014846.3	0	-	KIAA0196	KIAA0196	ENSG00000164961	ENST00000318410	126036858	126096140	126036502,126040861,126044482,126049478,126051071,126052036,126056066,126056233,126056777,126059448,126061247,126062805,126067832,126068918,126069797,126071463,126071617,126073323,126075763,126079833,126085394,126087239,126088589,126090979,126093902,126094624,126095354,126095954,126103856	126036915,126040949,126044636,126049575,126051201,126052140,126056146,126056336,126056940,126059573,126061427,126062907,126067913,126069059,126069908,126071539,126071784,126073436,126075893,126079961,126085566,126087353,126088742,126091172,126094003,126094709,126095500,126096264,126104061	AD	Spastisk paraplegi 8 (SPG8)
9	32972603	33001639	NM_175073.2	0	-	APTX	APTX	ENSG00000137074	ENST00000309615	32973495	32989889	32972603,32974455,32984628,32985968,32987541,32988076,32989756,32997240,33001564	32973650,32974559,32984855,32986028,32987840,32988127,32989893,32997346,33001639	AR	Ataksi, tidlig innsettende, med oculomotorisk apraksi and hypoalbuminemi (AOA1)
9	71650478	71693993	NM_000144.4	0	+	FXN	FXN	ENSG00000165060	ENST00000377270	71650698	71687678	71650478,71661300,71668055,71679853,71687527	71650863,71661398,71668176,71679951,71693993	AR	Friedreich ataksi (FRDA)
9	135136826	135230372	NM_015046.5	0	-	SETX	SETX	ENSG00000107290	ENST00000224140	135139625	135224815	135136826,135145001,135147096,135150642,135152446,135153456,135156853,135158650,135161809,135163622,135163936,135171258,135172273,135173466,135176016,135187143,135201710,135206438,135206663,135209994,135211682,135218076,135221647,135224638,135229035,135230303	135140372,135145089,135147195,135150807,135152539,135153644,135156961,135158800,135161881,135163738,135164038,135171415,135172441,135173699,135176190,135187243,135205886,135206526,135206835,135210114,135211902,135218186,135221858,135224822,135229142,135230372	AR	Ataxia-ocular apraxia-2 (AOA2)
11	62457733	62473787	NM_032667.6	0	-	BSCL2	BSCL2	ENSG00000168000	ENST00000407022	62457838	62472984	62457733,62458083,62458258,62458546,62458751,62459847,62460134,62462039,62469939,62472772,62473674	62457993,62458164,62458339,62458613,62458893,62459945,62460269,62462183,62470021,62473089,62473787	AR	Silver spastisk paraplegi syndrom (SPG17)
11	108093558	108239826	NM_000051.3	0	+	ATM	ATM	ENSG00000149311	ENST00000278616	108098351	108236235	108093558,108098321,108098502,108099904,108106396,108114679,108115514,108117690,108119659,108121427,108122563,108123543,108124540,108126941,108128207,108129712,108137897,108139136,108141790,108141977,108143258,108143448,108150217,108151721,108153436,108154953,108158326,108159703,108160328,108163345,108164039,108165653,108168013,108170440,108172374,108173579,108175401,108178623,108180886,108183137,108186549,108186737,108188099,108190680,108192027,108196036,108196784,108198371,108199747,108200940,108202170,108202605,108203488,108204612,108205695,108206571,108213948,108216469,108218005,108224492,108225537,108235808,108236051	108093913,108098423,108098615,108100050,108106561,108114845,108115753,108117854,108119829,108121799,108122758,108123639,108124766,108127067,108128333,108129802,108138069,108139336,108141873,108142133,108143334,108143579,108150335,108151895,108153606,108155200,108158442,108159830,108160528,108163520,108164204,108165786,108168109,108170612,108172516,108173756,108175579,108178711,108181042,108183225,108186638,108186840,108188248,108190785,108192147,108196271,108196952,108198485,108199965,108201148,108202284,108202764,108203627,108204695,108205836,108206688,108214098,108216635,108218092,108224607,108225601,108235945,108239826	AR	Ataxia-telangiectasia (AT)
12	5019072	5027422	NM_000217.2	0	+	KCNA1	KCNA1	ENSG00000111262	ENST00000382545	5020544	5022032	5019072,5020005	5019638,5027422	AD	Episodisk ataksi/myokymi syndrom (EA1)
12	57943846	57978554	NM_004984.2	0	+	KIF5A	KIF5A	ENSG00000155980	ENST00000455537	57944054	57976962	57943846,57957221,57957402,57957890,57958242,57958700,57960908,57961276,57962745,57963038,57963317,57963769,57965103,57965843,57966362,57968866,57969422,57969869,57970051,57970543,57971495,57971791,57972020,57974738,57975197,57975652,57976384,57976883,57978000	57944183,57957309,57957476,57957995,57958291,57958756,57960996,57961401,57962850,57963187,57963466,57963945,57965172,57966050,57966509,57969055,57969540,57969934,57970161,57970645,57971556,57971863,57972125,57974955,57975351,57975735,57976412,57976998,57978554	AD	Spastisk paraplegi 10 (SPG10)
12	123717843	123742506	NM_152269.4	0	+	C12orf65	C12orf65	ENSG00000130921	ENST00000253233	123738221	123741578	123717843,123738193,123741359	123718078,123738503,123742506	AR	Spastisk paraplegi 55 (SPG55)
13	23902961	24007867	NM_014363.5	0	-	SACS	SACS	ENSG00000151835	ENST00000382298	23904274	23985378	23902961,23927923,23928657,23932473,23939304,23942540,23945216,23949257,23985358,24007753	23915829,23928015,23930146,23932620,23939416,23942626,23945304,23949408,23985879,24007867	AR	Spastisk ataksi, Charlevoix-Saguenay type (ARSACS)
13	36875774	36920646	NM_015087.4	0	-	SPG20	SPG20 (KIAA0610)	ENSG00000133104	ENST00000438666	36878501	36909967	36875774,36886281,36886455,36888363,36900711,36903498,36905535,36909157,36920361	36878769,36886372,36886614,36888558,36900835,36903654,36905733,36909969,36920646	AR	Troyer syndrom (SPG20)
13	102373204	102568995	NM_004115.3	0	-	FGF14	FGF14	ENSG00000102466	ENST00000376143	102375180	102568995	102373204,102378961,102521074,102527535,102568802	102375317,102379160,102521178,102527646,102568995	AD	Spinocerebellar ataksi 27 (SPG27)
14	51026742	51099784	NM_015915.4	0	+	ATL1	ATL1 (SPG3A)	ENSG00000198513	ENST00000358385	51026983	51099057	51026742,51054548,51057658,51058252,51060563,51062293,51079976,51081090,51087316,51088560,51089894,51094748,51095223,51098944	51027017,51054796,51057793,51058357,51060614,51062350,51080069,51081229,51087444,51088617,51089966,51095189,51095227,51099784	AD	Spastisk paraplegi 3A (SPG3A)
14	53503457	53620046	NM_001160147.1	0	-	DDHD1	DDHD1	ENSG00000100523	ENST00000395606	53513485	53619816	53503457,53521155,53522377,53525194,53527843,53529660,53539314,53540458,53558502,53560033,53569748,53570400,53618978	53513667,53521347,53522630,53525344,53527919,53529923,53539421,53540565,53558650,53560162,53569769,53570574,53620046	AR	Spastisk paraplegi 28 (SPG28)
14	68213236	68283306	NM_015346.3	0	-	ZFYVE26	ZFYVE26	ENSG00000072121	ENST00000347230	68215152	68282680	68213236,68217768,68219060,68220423,68220787,68221767,68222664,68228082,68228919,68229388,68232943,68234420,68235233,68236310,68238763,68241732,68242576,68244275,68244842,68246957,68248049,68249496,68251050,68251775,68252574,68252830,68256051,68257288,68260324,68260887,68264388,68264730,68268795,68270817,68271933,68272170,68273261,68274114,68275916,68280702,68282486,68283250	68215356,68217813,68219243,68220483,68220929,68221967,68222862,68228301,68229129,68229536,68233164,68234557,68235265,68236447,68238927,68241831,68242823,68244452,68244965,68247062,68248246,68250242,68251153,68251994,68252739,68252950,68256315,68257490,68260476,68260956,68264472,68265339,68268999,68270981,68272022,68272335,68273392,68274637,68276006,68280781,68282763,68283306	AR	Spastisk paraplegi 15 (SPG15)
14	90422245	90511108	NM_018319.3	0	+	TDP1	TDP1	ENSG00000042088	ENST00000335725	90429458	90509487	90422245,90422921,90429451,90432490,90433710,90437518,90442124,90446883,90450859,90451475,90455248,90456060,90458260,90459719,90485659,90499449,90509413	90422314,90423144,90430017,90432534,90433766,90437615,90442159,90446976,90451027,90451554,90455434,90456109,90458327,90459827,90485762,90499558,90511108	AR	Spinocerebellar ataksi, med aksonal nevropati (SCAN1)
15	23043278	23086436	NM_144599.4	0	-	NIPA1	NIPA1	ENSG00000170113	ENST00000337435	23048828	23086411	23043278,23052594,23060814,23062271,23086233	23049340,23052755,23060905,23062319,23086436	AD	Spastisk paraplegi 6 (SPG6)
15	43036541	43213007	NM_173500.3	0	-	TTBK2	TTBK2	ENSG00000128881	ENST00000267890	43037992	43170815	43036541,43044171,43067332,43069228,43075616,43086841,43102811,43103885,43109229,43120125,43122135,43132557,43164808,43170746,43212635	43038455,43045445,43067921,43069440,43075833,43086999,43102937,43103978,43109295,43120230,43122276,43132631,43164956,43170882,43213007	AD	Spinocerebellar ataksi 11 (SCA11)
15	44854893	44955876	NM_025137.3	0	-	SPG11	SPG11 (KIAA1840)	ENSG00000104133	ENST00000261866	44855318	44955845	44854893,44856744,44858051,44858414,44859621,44861595,44862722,44864880,44865744,44867099,44876011,44877833,44881449,44884528,44887456,44888280,44888981,44890462,44890828,44892664,44898222,44900641,44903037,44905627,44907560,44912387,44913956,44914417,44914925,44918528,44920866,44921430,44925702,44941063,44943688,44944326,44949292,44951276,44952629,44955588	44855499,44856896,44858207,44858503,44859790,44861703,44862856,44865018,44865943,44867239,44876756,44878048,44881612,44884636,44887657,44888553,44889141,44890571,44891034,44892830,44898289,44900803,44903183,44905734,44907764,44912601,44914132,44914545,44914997,44918705,44921042,44921586,44925835,44941209,44944137,44944464,44949494,44951501,44952814,44955876	AR	Spastisk paraplegi 11 (SPG11)
15	51200868	51298097	NM_007347.4	0	+	AP4E1	AP4E1	ENSG00000081014	ENST00000261842	51200975	51294859	51200868,51204274,51207644,51216127,51217294,51221205,51223001,51226820,51233638,51233862,51240216,51242022,51242247,51250688,51260459,51276218,51285566,51289522,51291268,51293222,51294698	51201125,51204346,51207768,51216201,51217416,51221365,51223168,51226894,51233761,51233972,51240356,51242135,51242366,51250991,51260574,51276342,51285822,51290080,51291459,51293380,51298097	AR	Spastisk paraplegi 51 (SPG51)
15	65255361	65282284	NM_016630.6	0	-	SPG21	SPG21	ENSG00000090487	ENST00000204566	65255960	65275907	65255361,65257660,65261591,65262451,65266939,65268812,65273201,65275844,65282002	65256077,65257801,65261699,65262560,65267085,65268893,65273363,65275931,65282284	AR	Mast syndrom (SPG21)
16	74746855	74808729	NM_024306.4	0	-	FA2H	FA2H	ENSG00000103089	ENST00000219368	74748087	74808653	74746855,74750244,74752885,74760122,74761141,74773920,74808383	74748167,74750497,74753058,74760229,74761284,74774013,74808729	AR	Spastisk paraplegi 35 (SPG35)
16	89574795	89624176	NM_003119.3	0	+	SPG7	SPG7	ENSG00000197912	ENST00000268704	89574825	89623501	89574795,89576897,89579355,89590413,89592736,89595884,89597090,89598311,89598870,89611055,89613065,89614410,89616901,89619386,89620201,89620893,89623294	89575008,89577000,89579445,89590655,89592876,89595987,89597216,89598474,89599044,89611180,89613168,89614521,89617017,89619543,89620368,89620971,89624176	AR	Spastisk paraplegi (SPG7)
18	12328942	12377275	NM_006796.2	0	-	AFG3L2	AFG3L2	ENSG00000141385	ENST00000269143	12329563	12377081	12328942,12337339,12340199,12344130,12348271,12351083,12351304,12353003,12356692,12358668,12359925,12363780,12366963,12367274,12370847,12371590,12376967	12329782,12337534,12340400,12344246,12348382,12351209,12351412,12353157,12356830,12358942,12360050,12363855,12367116,12367381,12370925,12371690,12377275	AD	Spinocerebellar ataksi 28 (SCA28)
19	7599037	7626653	NM_006702.4	0	+	PNPLA6	PNPLA6	ENSG00000032444	ENST00000221249	7600436	7626448	7599037,7599635,7600394,7600818,7601076,7601334,7604803,7605034,7605515,7605808,7606239,7606407,7606869,7607446,7607646,7607892,7614792,7615183,7615402,7615879,7616247,7618757,7619094,7619440,7619778,7620134,7620492,7621338,7621540,7622053,7623735,7625533,7625899,7626093,7626373	7599125,7599788,7600463,7600906,7601159,7601432,7604944,7605194,7605596,7605937,7606320,7606570,7606953,7607556,7607814,7607970,7614998,7615315,7615526,7615993,7616323,7618901,7619158,7619609,7619961,7620253,7620649,7621455,7621610,7622170,7624037,7625650,7625996,7626203,7626653	AR	Spastisk paraplegi 39 (SPG39)
19	13317255	13617274	NM_001127221.1	0	-	CACNA1A	CACNA1A	ENSG00000141837	ENST00000573710	13318859	13617038	13317255,13319569,13320125,13321430,13322916,13323197,13323444,13325046,13325314,13335480,13339512,13340895,13342523,13345734,13346022,13346427,13355995,13363804,13365908,13368163,13370377,13372263,13373547,13386663,13387882,13394080,13395881,13397316,13409357,13411363,13414359,13414580,13418595,13418933,13419229,13423482,13427925,13441057,13443682,13445191,13446619,13470419,13476130,13482501,13563689,13565920,13616745	13318862,13319823,13320312,13321466,13323030,13323336,13323554,13325147,13325422,13335586,13339609,13341023,13342674,13345850,13346088,13346544,13356079,13363915,13366073,13368365,13370515,13372424,13373647,13386770,13387942,13394210,13396020,13397780,13410167,13411470,13414427,13414698,13418668,13419065,13419342,13423595,13428135,13441150,13443739,13445307,13446723,13470613,13476283,13482593,13563829,13566026,13617274	AD	Episodisk ataksi, type 2 (EA2)
19	50818764	50832634	NM_004977.2	0	-	KCNC3	KCNC3	ENSG00000131398	ENST00000477616	50823502	50832339	50818764,50823479,50823849,50826231,50831469	50819348,50823606,50824041,50827339,50832634	AD	Spinocerebellar ataksi 13 (SCA13)
19	54385466	54410901	NM_002739.3	0	+	PRKCG	PRKCG	ENSG00000126583	ENST00000263431	54385748	54410149	54385466,54386416,54387414,54392891,54393139,54394927,54395762,54396241,54396615,54401212,54401693,54403486,54403672,54403864,54406326,54407888,54409570,54409960	54385918,54386448,54387497,54393003,54393271,54395084,54395897,54396329,54396645,54401365,54401882,54403578,54403735,54404003,54406407,54407996,54409711,54410901	AD	Spinocerebellar ataksi 14 (SPG14)
20	1959401	1974931	NM_024411.4	0	-	PDYN	PDYN	ENSG00000101327	ENST00000217305	1960968	1963730	1959401,1963601,1973229,1974556	1961604,1963749,1973289,1974931	AD	Spinocerebellar ataksi 23 (SPG23)
20	2361553	2413399	NM_198994.2	0	+	TGM6	TGM6	ENSG00000166948	ENST00000202625	2361614	2413289	2361553,2375097,2375839,2377151,2378563,2380206,2380951,2384042,2384226,2397877,2411091,2411539,2413135	2361621,2375271,2376082,2377270,2378692,2380384,2381090,2384146,2384469,2398219,2411246,2411673,2413399	AD	Spinocerebellar ataksi 35 (SCA35)
X	73641327	73753764	NM_006517.4	0	+	SLC16A2	SLC16A2	ENSG00000147100	ENST00000587091	73641472	73751388	73641327,73740824,73744193,73745584,73749047,73751167	73641902,73740969,73744644,73745728,73749276,73753764	X-bundet	Allan-Herndon-Dudley syndrom (SPG22)
X	103031720	103047547	NM_000533.4	0	+	PLP1	PLP1	ENSG00000123560	ENST00000303958	103031923	103045526	103031720,103040510,103041393,103042726,103043365,103044261,103045454	103031927,103040697,103041655,103042895,103043439,103044327,103047547	X-bundet	Spastisk paraplegi 2 (SPG2) og Pelizeus-Merzbacher sykdom
X	153126968	153141500	NM_000425.4	0	-	L1CAM	L1CAM	ENSG00000198910	ENST00000370057	153128117	153141291	153126968,153128822,153128931,153129337,153129776,153130039,153130275,153130542,153130753,153131158,153132103,153132508,153132810,153133254,153133452,153133756,153134015,153134295,153134974,153135257,153135510,153135842,153136244,153136511,153137606,153138046,153138682,153141215	153128349,153128834,153129004,153129472,153129932,153130159,153130449,153130665,153130955,153131274,153132326,153132579,153133008,153133365,153133577,153133913,153134182,153134407,153135118,153135389,153135695,153135954,153136415,153136634,153137809,153138152,153138697,153141500	X-bundet	MASA syndrom og CRASH syndrom (SPG1)
