# Genepanel: Ciliopati Version: 03 Date: 2015-03-17
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds	inheritance	disease
2	63348534	63815867	NM_015910.5	0	-	WDPCP	WDPCP (C2orf86)	ENSG00000143951	ENST00000272321	63349140	63815405	63348534,63380048,63380629,63401804,63486441,63540382,63605520,63609040,63631182,63660878,63664554,63666890,63711737,63712050,63713675,63714580,63719989,63815330	63349191,63380080,63380709,63401967,63486544,63540446,63605644,63609229,63631792,63661070,63664688,63667005,63711797,63712121,63713720,63714628,63720074,63815867	AR	BB syndrom 15
2	73612885	73837046	NM_015120.4	0	+	ALMS1	ALMS1	ENSG00000116127	ENST00000264448	73612996	73836739	73612885,73635749,73646250,73649984,73651557,73653580,73659325,73675089,73682288,73716760,73746901,73761950,73777393,73784346,73786098,73799388,73826527,73827804,73828321,73829311,73830367,73835601,73836694	73613320,73635875,73646446,73650102,73652030,73653681,73659419,73681194,73682422,73718625,73747143,73762076,73777564,73784481,73786269,73800551,73826648,73828008,73828563,73829495,73830431,73835701,73837046	AR	Alstrom syndrom
2	110880913	110962639	NM_000272.3	0	-	NPHP1	NPHP1	ENSG00000144061	ENST00000393272	110881367	110962545	110880913,110883213,110886762,110889255,110901118,110902069,110904329,110905492,110907758,110917703,110919179,110920624,110922096,110922628,110926028,110927382,110935999,110937200,110958997,110962476	110881640,110883258,110886836,110889368,110901218,110902146,110904412,110905603,110907833,110917832,110919274,110920712,110922307,110922732,110926130,110927575,110936124,110937261,110959071,110962639	AD / AR	Joubert syndrom 4 / Nefronoftis 1, juvenil
2	166729871	166810348	NM_024753.4	0	-	TTC21B	TTC21B  (IFT139)	ENSG00000123607	ENST00000243344	166731264	166810215	166729871,166732674,166737188,166740303,166744788,166746988,166747347,166755195,166756279,166758231,166764187,166767836,166769023,166770083,166771710,166773766,166775785,166781058,166785644,166786159,166786681,166788267,166789482,166797536,166799728,166802033,166805903,166806104,166810194	166731342,166732742,166737309,166740528,166744984,166747150,166747498,166755277,166756390,166758420,166764294,166767975,166769134,166770156,166771949,166773991,166775943,166781188,166785845,166786257,166786874,166788366,166789567,166797694,166799851,166802200,166806014,166806234,166810348	AR	Nefronoftis 12 / Joubert syndrome-11 / Korte ribbein torakal dysplasi m/uten polydaktyli, type IV (SRTD4)
2	170336005	170363165	NM_152384.2	0	+	BBS5	BBS5	ENSG00000163093	ENST00000295240	170336063	170361092	170336005,170338760,170343578,170344315,170344496,170349383,170350250,170354136,170355995,170359604,170360812,170360990	170336122,170338843,170343644,170344365,170344624,170349519,170350346,170354199,170356130,170359688,170360836,170363165	AR	BB syndrom 5
2	202484906	202508252	NM_001044385.2	0	-	TMEM237	TMEM237	ENSG00000155755	ENST00000409883	202488977	202508123	202484906,202490748,202492043,202492798,202493952,202494451,202496773,202498033,202501470,202503711,202505615,202508081	202489045,202490870,202492137,202492872,202494144,202494575,202496931,202498154,202501608,202503773,202505647,202508252	AR	Joubert syndrom 14
2	232597134	232646037	NM_002601.3	0	-	PDE6D	PDE6D	ENSG00000156973	ENST00000287600	232597661	232645824	232597134,232601896,232602722,232603809,232645774	232597743,232602002,232602848,232603898,232646037	AR	Joubert syndrome 22
2	233630511	233641275	NM_002242.4	0	-	KCNJ13	KCNJ13	ENSG00000115474	ENST00000233826	233632900	233636072	233630511,233635612,233641154	233633523,233636088,233641275	AR	Lebers kongenitale amaurose 16
3	45864809	45883650	NM_020347.3	0	-	LZTFL1	LZTFL1	ENSG00000163818	ENST00000296135	45867805	45883483	45864809,45868847,45869930,45872404,45872564,45874541,45875729,45877081,45879418,45883480	45867824,45868951,45870107,45872482,45872630,45874613,45875790,45877276,45879543,45883650	AR	BB syndrom
3	50378536	50383156	NM_015896.2	0	-	ZMYND10	ZMYND10	ENSG00000004838	ENST00000231749	50378840	50383010	50378536,50379004,50379240,50379445,50379827,50380348,50380548,50380737,50380993,50381164,50382554,50382918	50378916,50379130,50379362,50379571,50380000,50380449,50380637,50380875,50381047,50381281,50382663,50383156	AR	Primær ciliær dyskinesi, 22
3	93698982	93774522	NM_182896.2	0	+	ARL13B	ARL13B	ENSG00000169379	ENST00000471138	93699267	93772107	93698982,93714717,93722502,93754174,93755395,93758723,93761858,93768249,93769667,93772030,93772300	93699326,93714788,93722752,93754280,93755598,93758832,93762084,93768366,93769736,93772144,93774522	AR	Joubert syndrom 8
3	97483364	97517379	NM_177976.2	0	+	ARL6	ARL6	ENSG00000113966	ENST00000394206	97486951	97516893	97483364,97485475,97486924,97499002,97499458,97503798,97506833,97510614,97516867	97483821,97485534,97487074,97499064,97499527,97503893,97506963,97510670,97517379	AR	BB syndrom 3 / {BB syndrom 1, modifiserende faktor}
3	121488609	121553926	NM_001023570.2	0	-	IQCB1	IQCB1 (NPHP5)	ENSG00000173226	ENST00000310864	121489191	121547807	121488609,121491403,121500589,121507130,121508919,121514303,121515964,121518042,121526190,121527762,121544897,121547316,121547707,121553237,121553812	121489421,121491560,121500721,121507279,121509062,121514413,121516074,121518221,121526290,121527856,121545027,121547479,121547819,121553326,121553926	AR	Senior-Løken syndrom 5 / Leber
3	129158878	129239350	NM_052985.3	0	+	IFT122	IFT122	ENSG00000163913	ENST00000296266	129159173	129239108	129158878,129168713,129170756,129177441,129179696,129180070,129182402,129183477,129185732,129188184,129195157,129195505,129196858,129198627,129200372,129202327,129207099,129210983,129214288,129218744,129221553,129223161,129225251,129226510,129231154,129233231,129234330,129236311,129237949,129238410,129239018	129159214,129168780,129170841,129177520,129179849,129180147,129182469,129183624,129185909,129188260,129195349,129195644,129197061,129198765,129200537,129202525,129207240,129211037,129214450,129218911,129221725,129223264,129225392,129226605,129231255,129233397,129234442,129236437,129238029,129238575,129239350	AR	Kranioektodermal dysplasi, 1 (Sensenbrenner syndrom)
3	132399452	132441303	NM_153240.4	0	-	NPHP3	NPHP3	ENSG00000113971	ENST00000337331	132400753	132441199	132399452,132401546,132402242,132403397,132405103,132405994,132407493,132407917,132409371,132410035,132411497,132413670,132415574,132416103,132418196,132418761,132419177,132420273,132423041,132424583,132426944,132431969,132433928,132435600,132437837,132438548,132440806	132400934,132401662,132402368,132403638,132405231,132406070,132407735,132408107,132409494,132410130,132411662,132413809,132415657,132416206,132418294,132418905,132419292,132420377,132423215,132424658,132427101,132432130,132434062,132435753,132437988,132438674,132441303	AR	Meckel syndrom 7 og Meckel-like syndrom 1 / Nefronoftis 3
3	159974773	160117320	NM_020800.2	0	-	IFT80	IFT80	ENSG00000068885	ENST00000326448	159976312	160102388	159974773,159986200,159995093,159995368,159996980,159998454,160000265,160003591,160018670,160021702,160025450,160037547,160073800,160075276,160083830,160093599,160095217,160099290,160102349,160116933	159976423,159986324,159995266,159995458,159997152,159998602,160000401,160003656,160018834,160021777,160025569,160037727,160073938,160075366,160083940,160093668,160095328,160099510,160102434,160117320	AR	Asfykserende thorakal dystrofi 2
3	180331795	180397283	NM_181426.1	0	-	CCDC39	CCDC39	ENSG00000145075	ENST00000442201	180332708	180397168	180331795,180334068,180334303,180334613,180337046,180337598,180349256,180359780,180361907,180364866,180365952,180369188,180369950,180372549,180377239,180377464,180378357,180379648,180381654,180397078	180332865,180334151,180334483,180334754,180337153,180337758,180349380,180359989,180362045,180365031,180366147,180369321,180370054,180372741,180377368,180377557,180378516,180379795,180381774,180397283	AR	Primær ciliær dyskinesi, 14
4	5564145	5710294	NM_147127.4	0	-	EVC2	EVC2	ENSG00000173040	ENST00000344408	5564574	5710240	5564145,5566984,5570170,5576411,5577966,5586349,5617148,5620204,5624263,5627475,5630285,5633519,5642240,5664833,5667241,5682986,5687096,5690883,5692991,5696061,5699319,5710012	5564842,5567086,5570367,5576499,5578181,5586577,5617271,5620409,5624718,5627635,5630461,5633759,5642565,5664973,5667376,5683040,5687206,5691070,5693060,5696228,5699374,5710294	AR	Ellis-van Creveld syndrom
4	5712923	5816031	NM_153717.2	0	+	EVC	EVC	ENSG00000072840	ENST00000264956	5713107	5812764	5712923,5720974,5731033,5733151,5735077,5743442,5746930,5749874,5754562,5755511,5757990,5785278,5795334,5798748,5800312,5803676,5806456,5809927,5811244,5812065,5812679	5713281,5721100,5731117,5733384,5735162,5743541,5747068,5750033,5754779,5755660,5758089,5785491,5795444,5798959,5800519,5803821,5806568,5810054,5811338,5812177,5816031	AR	Ellis-van Creveld syndrom
4	15471488	15603180	NM_001080522.2	0	+	CC2D2A	CC2D2A	ENSG00000048342	ENST00000503292	15477556	15603048	15471488,15474845,15477538,15480346,15482327,15504051,15504444,15511761,15512869,15516329,15517490,15518247,15529069,15530242,15534815,15538542,15539521,15542459,15552446,15554780,15556694,15558926,15560787,15562153,15564977,15568999,15569299,15570915,15572020,15575772,15581590,15587779,15589438,15591167,15597707,15599029,15601151,15602859	15471681,15474879,15477595,15480430,15482451,15504140,15504546,15511863,15513046,15516492,15517627,15518379,15529279,15530349,15534956,15538699,15539760,15542637,15552603,15554928,15556833,15559130,15560880,15562245,15565145,15569105,15569409,15571012,15572119,15575949,15581794,15587869,15589552,15591302,15597830,15599088,15601329,15603180	AR	Joubert syndrom 9 / Meckel syndrom 6 / COACH syndrom
4	39184023	39287430	NM_025132.3	0	+	WDR19	WDR19 (IFT144)	ENSG00000157796	ENST00000399820	39184177	39280270	39184023,39187345,39188158,39191275,39196163,39201097,39205261,39206773,39207182,39216220,39217460,39217715,39218753,39219602,39226503,39229829,39230105,39233416,39233781,39236385,39241896,39245867,39246089,39246988,39254765,39255525,39257467,39259105,39267682,39269614,39271595,39274599,39276427,39278639,39279750,39280158,39287106	39184183,39187437,39188224,39191401,39196279,39201213,39205342,39206886,39207356,39216291,39217633,39217830,39218860,39219725,39226653,39229977,39230310,39233576,39233892,39236495,39241954,39246008,39246172,39247072,39254912,39255650,39257580,39259174,39267760,39269711,39271720,39274681,39276578,39278763,39279827,39280283,39287430	AR	Asfykserende thorakal dystrofi 5 / Kranioektodermal dysplasi, 4 (Sensenbrenner syndrom) / Nefronoftis 13
4	122745483	122791652	NM_176824.2	0	-	BBS7	BBS7	ENSG00000138686	ENST00000264499	122747014	122791468	122745483,122749300,122749556,122749773,122754385,122756298,122760785,122765081,122766658,122768558,122769998,122774110,122775858,122776643,122780146,122782658,122784371,122789135,122791432	122747148,122749424,122749660,122749883,122754550,122756438,122760851,122765156,122766851,122768661,122770083,122774241,122775975,122776716,122780333,122782834,122784434,122789201,122791652	AR	BB syndrom 7
4	123653856	123666098	NM_152618.2	0	+	BBS12	BBS12	ENSG00000181004	ENST00000314218	123663047	123665180	123653856,123663037	123654039,123666098	AR	BB syndrom 12
4	155665122	155674271	NM_004744.4	0	+	LRAT	LRAT	ENSG00000121207	ENST00000336356	155665478	155670288	155665122,155665477,155670135	155665374,155666018,155674271	AR	Lebers kongenitale amaurose 14
4	170314420	170533778	NM_012224.2	0	-	NEK1	NEK1	ENSG00000137601	ENST00000439128	170315660	170523781	170314420,170321375,170321671,170322802,170327746,170345703,170347296,170354695,170359233,170384393,170398274,170398582,170400553,170428187,170428865,170429398,170458959,170476870,170477082,170482630,170482837,170482982,170483287,170498078,170501992,170506499,170508709,170509799,170510597,170511876,170520250,170523158,170523664,170533170	170315674,170321508,170321802,170323011,170327898,170345951,170347385,170354816,170359410,170384546,170398503,170398648,170400685,170428283,170428943,170429482,170459062,170477002,170477246,170482705,170482888,170483042,170483347,170498230,170502053,170506700,170508764,170509886,170510665,170511960,170520348,170523255,170523829,170533778	AR	Korte ribbein-polydaktyli-syndrom, type IIA (SRTD6)
5	13690436	13944589	NM_001369.2	0	-	DNAH5	DNAH5	ENSG00000039139	ENST00000265104	13692092	13944547	13690436,13700748,13701392,13708231,13714513,13716595,13717423,13718990,13721108,13727615,13729547,13735239,13735926,13737360,13751186,13752242,13753341,13754311,13758954,13762830,13766084,13769068,13769609,13770857,13776547,13777310,13780937,13786287,13788824,13792102,13793623,13794044,13807699,13809152,13810167,13811755,13814713,13817656,13820454,13823371,13824307,13829618,13830134,13830705,13839464,13841014,13841800,13844945,13850760,13859560,13862656,13864505,13865776,13866328,13867882,13870875,13871672,13876792,13882836,13883012,13885097,13886072,13891084,13894758,13900314,13901360,13902161,13911494,13913851,13914628,13916456,13917251,13919284,13920588,13922215,13923388,13928202,13931218,13944490	13692244,13700980,13701545,13708444,13714729,13716799,13717629,13719210,13721354,13727765,13729669,13735430,13736041,13737604,13751369,13752398,13753658,13754447,13759092,13763010,13766288,13769245,13769724,13771089,13776815,13777464,13781068,13786460,13789023,13792326,13793837,13794167,13807834,13809295,13810369,13811932,13814955,13817803,13820608,13823479,13824442,13829813,13830322,13830884,13839637,13841239,13842013,13845102,13850924,13859714,13862856,13864746,13866015,13866391,13868101,13871111,13871874,13876926,13882924,13883203,13885337,13886238,13891230,13894930,13900521,13901682,13902247,13911602,13914067,13914751,13916564,13917365,13919461,13920726,13922437,13923549,13928287,13931353,13944589	AR	Primær ciliær dyskinesi, 3, med eller uten situs inversus
5	37106329	37249530	NM_023073.3	0	-	C5orf42	C5orf42	ENSG00000197603	ENST00000425232	37107703	37247800	37106329,37108394,37115061,37120317,37121718,37122531,37125345,37138821,37139441,37142411,37148282,37153841,37157771,37158325,37162566,37164374,37165640,37167148,37168892,37170142,37173856,37176010,37177722,37179462,37180118,37180958,37182861,37184889,37186387,37187515,37187834,37195959,37198803,37201692,37205416,37206298,37213660,37221425,37224354,37224633,37226405,37227344,37227669,37230968,37238958,37239814,37243114,37244476,37245580,37245811,37247719,37249346	37107880,37108573,37115151,37120442,37121886,37122590,37125511,37138950,37139472,37142582,37148370,37154095,37157916,37158447,37162668,37164429,37165773,37167315,37169663,37170433,37174049,37176088,37177802,37179545,37180285,37181107,37183801,37185181,37186496,37187674,37187944,37196098,37198968,37201910,37205556,37206527,37213834,37221590,37224435,37224842,37227175,37227494,37227919,37231151,37239062,37239971,37243221,37244709,37245700,37245947,37247847,37249530	AR	Joubert syndrom 17
5	54526980	54529545	NM_021147.4	0	-	CCNO	CCNO	ENSG00000152669	ENST00000282572	54527202	54529351	54526980,54528188,54528970	54527688,54528374,54529545	AR	Primær ciliær dyskinesi, 29
5	122680578	122759286	NM_153223.3	0	-	CEP120	CEP120	ENSG00000168944	ENST00000328236	122682212	122758692	122680578,122685637,122700189,122708343,122713067,122714029,122717804,122718430,122718679,122720644,122722211,122724125,122725617,122726803,122728993,122734829,122748092,122751703,122754052,122758643,122759202	122682447,122685783,122700288,122708466,122713229,122714122,122717894,122718583,122718776,122720827,122722361,122724300,122725834,122727031,122729191,122734978,122748234,122751818,122754209,122758724,122759286	AR	Jeune asfykserende thorakal dystrofi
6	24171982	24358280	NM_016356.4	0	-	DCDC2	DCDC2	ENSG00000146038	ENST00000378454	24174957	24357978	24171982,24178557,24205229,24278276,24289079,24291159,24301942,24302195,24353796,24357685	24175062,24178860,24205330,24278439,24289134,24291306,24302074,24302272,24353851,24358280	AR	Nefronoftis 19
6	35465650	35480679	NM_003322.4	0	-	TULP1	TULP1	ENSG00000112041	ENST00000229771	35466103	35480635	35465650,35467757,35471335,35471513,35473517,35473779,35474050,35476985,35477410,35477603,35478637,35479424,35479956,35480415,35480588	35466237,35467929,35471434,35471625,35473630,35473950,35474056,35477089,35477527,35477705,35478787,35479583,35480047,35480467,35480679	AR	Lebers kongenitale amaurose 15 / Retinitis pigmentosa 14
6	42664332	42690358	NM_000322.4	0	-	PRPH2	PRPH2	ENSG00000112619	ENST00000230381	42666032	42690072	42664332,42672102,42689491	42666245,42672349,42690358	AR	Lebers kongenitale amaurose 18
6	43612766	43638748	NM_152732.4	0	+	RSPH9	RSPH9	ENSG00000172426	ENST00000372163	43612835	43638686	43612766,43618111,43623298,43624313,43638525	43613062,43618277,43623428,43624460,43638748	AR	Primær ciliær dyskinesi, 12
6	80194707	80247147	NM_181714.3	0	-	LCA5	LCA5	ENSG00000135338	ENST00000392959	80196720	80228611	80194707,80198800,80201304,80202267,80203329,80222928,80228421,80234880,80246832	80197583,80198933,80201447,80202364,80203467,80223458,80228802,80234986,80247147	AR	Lebers kongenitale amaurose 5
6	116937641	116954148	NM_001010892.2	0	+	RSPH4A	RSPH4A	ENSG00000111834	ENST00000229554	116937786	116953604	116937641,116943930,116948791,116950729,116951597,116953369	116938472,116944165,116949532,116950865,116951715,116954148	AR	Primær ciliær dyskinesi, 11
6	135605109	135818903	NM_017651.4	0	-	AHI1	AHI1	ENSG00000135541	ENST00000457866	135606782	135813375	135605109,135611560,135621637,135639656,135644299,135679269,135715913,135726088,135732485,135748304,135749766,135751019,135752345,135754164,135759512,135763719,135768145,135769427,135774478,135776871,135778631,135784262,135786951,135788718,135811760,135813365,135818325,135818720	135606785,135611663,135621696,135639754,135644462,135679325,135716034,135726115,135732682,135748445,135749897,135751138,135752452,135754394,135759636,135763852,135768298,135769613,135774574,135777064,135778851,135784444,135787511,135788772,135811885,135813429,135818387,135818903	AR	Joubert syndrom-3
7	766337	826116	NM_017802.3	0	+	HEATR2	HEATR2	ENSG00000164818	ENST00000297440	766357	825290	766337,769299,780455,780983,794225,796418,801389,803442,810107,813684,814642,819589,825153	766952,769484,780580,781102,794458,796631,801533,803611,810255,813835,814799,819781,826116	AR	Primær ciliær dyskinesi, 18
7	21582832	21941186	NM_001277115.1	0	+	DNAH11	DNAH11	ENSG00000105877	ENST00000409508	21582863	21940872	21582832,21584623,21598419,21599220,21600688,21603803,21609686,21611423,21621522,21627681,21628129,21628825,21630535,21630802,21639404,21640293,21640627,21641013,21646043,21646264,21654731,21655826,21657236,21658717,21659573,21675488,21677228,21678556,21695449,21698415,21721163,21723401,21726716,21726999,21730382,21737692,21742327,21744051,21745077,21747316,21750170,21751329,21757392,21760342,21765428,21775257,21778318,21779188,21781544,21784055,21784487,21788197,21789295,21789839,21805045,21813383,21818575,21824044,21826241,21827018,21828858,21840754,21847500,21856084,21857834,21882161,21892084,21893932,21901470,21904152,21906087,21907476,21908481,21912891,21920319,21923908,21932042,21934240,21934501,21938953,21939597,21940624	21583214,21584767,21598616,21599410,21600788,21604015,21609917,21611591,21621639,21627819,21628254,21629021,21630640,21631195,21639737,21640548,21640797,21641236,21646160,21646351,21654890,21655910,21657395,21658840,21659696,21675713,21677320,21678683,21695599,21698649,21721295,21723562,21726873,21727145,21730499,21737831,21742420,21744246,21745155,21747453,21750321,21751478,21757543,21760474,21765602,21775462,21778484,21779291,21781784,21784217,21784681,21788360,21789419,21789982,21805207,21813617,21818722,21824158,21826385,21827201,21828960,21840893,21847667,21856320,21857957,21882366,21892249,21894073,21901641,21904275,21906281,21907625,21908609,21913119,21920511,21924028,21932285,21934423,21934617,21939066,21939738,21941186	AR	Primær ciliær dyskinesi 7, med eller uten situs inversus
7	33169151	33645680	NM_198428.2	0	+	BBS9	BBS9	ENSG00000122507	ENST00000242067	33185864	33644838	33169151,33185853,33192312,33195249,33217089,33296847,33303901,33312623,33313438,33376052,33380508,33384192,33388679,33390830,33392470,33397466,33407378,33423277,33427603,33545074,33573565,33644476,33644806	33169653,33185976,33192463,33195314,33217203,33297022,33303986,33312807,33313568,33376234,33380585,33384246,33388782,33390935,33392485,33397607,33407474,33423450,33427756,33545257,33573788,33644587,33645680	AR	BB syndrom 9
7	128032330	128050036	NM_000883.3	0	-	IMPDH1	IMPDH1	ENSG00000106348	ENST00000338791	128033060	128049955	128032330,128034331,128034509,128034942,128035184,128036653,128036985,128038467,128040148,128040386,128040870,128041068,128043759,128045820,128049342,128049494,128049809	128033082,128034415,128034653,128035087,128035328,128036749,128037076,128038667,128040236,128040593,128040945,128041170,128043808,128045919,128049406,128049538,128050036	AR / AD	Lebers kongenitale amaurose 11 / Retinitis Pigmentosa 10
7	130033611	130081051	NM_018718.2	0	-	CEP41	CEP41	ENSG00000106477	ENST00000223208	130038731	130080807	130033611,130039879,130040547,130041721,130042488,130044404,130050962,130052019,130056759,130067795,130080774	130038880,130040095,130040662,130041789,130042640,130044549,130051032,130052081,130056807,130067859,130081051	AR	Joubert syndrom 15
7	158649268	158738883	NM_018051.4	0	+	WDR60	WDR60	ENSG00000126870	ENST00000407559	158649426	158738470	158649268,158662545,158663832,158669299,158672374,158677254,158679711,158683955,158694429,158695066,158698679,158704240,158705675,158706923,158711430,158715067,158716261,158718877,158719092,158719682,158723145,158726819,158727108,158734615,158738271	158649441,158662599,158664253,158669382,158672680,158677310,158679766,158684024,158694507,158695286,158698782,158704370,158705787,158707012,158711560,158715240,158716424,158718991,158719154,158719734,158723206,158726919,158727240,158734839,158738883	AR	Korte ribbein torakal dysplasi m/uten polydaktyli, type VIII (SRTD8)
8	67976602	68108849	NM_024790.6	0	+	CSPP1	CSPP1	ENSG00000104218	ENST00000262210	67976633	68107828	67976602,67986477,67988716,67998241,68005777,68007527,68015271,68018139,68024206,68026039,68028148,68030482,68030977,68044185,68049690,68062017,68066258,68070681,68071225,68074045,68075966,68076625,68084650,68087530,68089914,68092097,68102884,68105698,68107616	67976731,67986586,67988816,67998345,68005876,68007967,68015370,68018210,68024300,68026097,68028357,68030604,68031056,68044315,68049838,68062170,68066371,68070831,68071372,68074150,68076033,68076743,68084790,68087671,68089961,68092161,68102994,68105837,68108849	AR	Jeune asfykserende thorakal dystrofi / Joubert syndrome 21
8	94767071	94830347	NM_153704.5	0	+	TMEM67	TMEM67 (MKS3)	ENSG00000164953	ENST00000453321	94767142	94828680	94767071,94768005,94770710,94776069,94777633,94777799,94784816,94792820,94793101,94793885,94794622,94797449,94798450,94800071,94803490,94805425,94807636,94808128,94809361,94809558,94811845,94815831,94816989,94821067,94821284,94822012,94827532,94828599	94767365,94768094,94770804,94776169,94777703,94777874,94784879,94792975,94793210,94793972,94794688,94797606,94798574,94800177,94803547,94805524,94807735,94808215,94809461,94809698,94811986,94815912,94817106,94821184,94821389,94822115,94827675,94830347	AR	Joubert sydrome 6 / Meckel Syndrome / {BB syndrom 14, modifiserende faktor} / COACH syndrom / Nefronoftis 11
8	101170262	101254132	NM_172218.2	0	+	SPAG1	SPAG1	ENSG00000104450	ENST00000251809	101174508	101253250	101170262,101174506,101178041,101190043,101195602,101196183,101196855,101199347,101203617,101206339,101225317,101226046,101232506,101237400,101243383,101245638,101251467,101252630,101253118	101170346,101174648,101178201,101190169,101195664,101196290,101196961,101199478,101203724,101206496,101225656,101226146,101232659,101237567,101243516,101245765,101251632,101252999,101254132	AR	Primær ciliær dyskinesi, 28
8	133584200	133687863	NM_012472.4	0	-	LRRC6	LRRC6	ENSG00000129295	ENST00000519595	133584553	133687739	133584200,133595940,133622407,133623539,133627283,133634856,133637517,133644985,133650180,133669075,133673705,133687729	133584728,133596022,133622507,133623609,133627343,133634934,133637700,133645209,133650353,133669153,133673873,133687863	AR	Primær ciliær dyskinesi, 19
