# Genepanel: NPHPogSLSN Version: 02 Date: 2015-03-17
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds	inheritance	disease
9	101494290	101558794	NM_173551.3	0	-	ANKS6	ANKS6	ENSG00000165138	ENST00000375018	101498800	101558773	101494290,101507840,101513310,101518701,101530362,101533177,101536158,101539686,101540507,101542470,101544748,101546234,101547113,101552385,101558414	101498905,101507957,101513378,101518885,101530532,101533328,101536362,101539736,101540706,101542619,101544855,101546439,101547158,101552888,101558794	AR	Nefronoftis 16
9	102861501	103063426	NM_014425.3	0	+	INVS	INVS (NPHP2)	ENSG00000119509	ENST00000262457	102866803	103062956	102861501,102866779,102888664,102988343,102991941,103002341,103004851,103008897,103014564,103015188,103027103,103035145,103046601,103054607,103059198,103060217,103062849	102861698,102866909,102888831,102988517,102992109,103002522,103004961,103009069,103014720,103015418,103027210,103035358,103046885,103055325,103059428,103060292,103063426	AR	Nefronoftis 2, infantil
11	117198570	117283982	NM_014956.4	0	+	CEP164	CEP164	ENSG00000110274	ENST00000278935	117209302	117282884	117198570,117206320,117209281,117214881,117222505,117232550,117233119,117234144,117241795,117244466,117246423,117251329,117252416,117253511,117257918,117261492,117261714,117262941,117263211,117263719,117265065,117265635,117265838,117266262,117266769,117267265,117267806,117278640,117279605,117280333,117281543,117282510,117282787	117198620,117206396,117209384,117214993,117222704,117232709,117233254,117234222,117242182,117244547,117246507,117251421,117252584,117253658,117258128,117261624,117261931,117263019,117263343,117263842,117265209,117265719,117265907,117266438,117266896,117267327,117268029,117278748,117279744,117280681,117281610,117282633,117283982	AR	Nefronoftis 15
12	88442789	88535993	NM_025114.3	0	-	CEP290	CEP290 (NPHP6)	ENSG00000198707	ENST00000552810	88442960	88535084	88442789,88444130,88447428,88448116,88449352,88452624,88453674,88454606,88456468,88457757,88462298,88465070,88465557,88470998,88471473,88472868,88473958,88476807,88477623,88478362,88479815,88480167,88481556,88482808,88484504,88486457,88487546,88490664,88496614,88500451,88500772,88502842,88504978,88505470,88508196,88508874,88510809,88512259,88512419,88513890,88514773,88519022,88520092,88522722,88523470,88524044,88524321,88524941,88530419,88532921,88533271,88534732,88534982,88535676	88443191,88444210,88447523,88448190,88449494,88452797,88453797,88454771,88456555,88457892,88462422,88465226,88465703,88471121,88471695,88473006,88474172,88477007,88477731,88478629,88479950,88480275,88481721,88483264,88484616,88486609,88487752,88490776,88496788,88500682,88500875,88502958,88505128,88505635,88508339,88508959,88510922,88512347,88512520,88514053,88514943,88519146,88520215,88522812,88523653,88524197,88524342,88524995,88530563,88532968,88533341,88534810,88535111,88535993	AR	Senior-Løken syndrom 6
12	94702055	94853764	NM_016122.2	0	-	CCDC41	CCDC41 (CEP83)	ENSG00000173588	ENST00000397809	94702588	94806266	94702055,94703693,94706689,94725475,94727257,94729364,94761569,94761832,94763697,94769661,94772566,94794625,94796945,94805472,94806093,94829050,94853332	94702693,94703883,94706793,94725605,94727415,94729440,94761719,94761977,94763812,94769793,94772818,94794757,94797038,94805623,94806367,94829103,94853764	AR	Nefronoftis 18
16	4382224	4389598	NM_032575.2	0	+	GLIS2	GLIS2 (NPHP7)	ENSG00000126603	ENST00000433375	4382281	4387525	4382224,4383347,4384801,4385060,4385275,4386725	4382453,4383520,4384978,4385194,4385394,4389598	AR	Nefronoftis 7
16	49524514	49856649	NM_015069.3	0	-	ZNF423	ZNF423	ENSG00000102935	ENST00000561648	49525185	49856596	49524514,49557534,49559273,49660080,49669570,49764681,49823397,49856580	49525215,49557650,49559405,49660165,49672785,49764882,49823457,49856649	AR	Nefronoftis 14
16	53633817	53737771	NM_015272.2	0	-	RPGRIP1L	RPGRIP1L	ENSG00000103494	ENST00000379925	53635987	53734635	53633817,53639392,53644878,53652936,53656130,53670350,53671606,53672221,53674944,53675196,53679536,53682875,53686446,53690383,53691364,53692325,53692683,53698781,53705421,53706781,53708928,53720344,53721774,53725977,53730062,53734550,53737714	53636100,53639526,53644963,53653120,53656268,53670424,53671766,53672323,53675028,53675387,53679915,53683027,53686899,53690501,53691544,53692376,53692790,53698921,53705495,53706928,53709034,53720488,53721877,53726276,53730207,53734642,53737771	AR	I/T
17	27055831	27069784	NM_178170.2	0	+	NEK8	NEK8 (NPHP9)	ENSG00000160602	ENST00000268766	27055831	27069005	27055831,27061000,27061789,27062257,27064323,27064692,27064836,27065112,27065688,27066101,27067480,27067839,27068095,27068430,27068976	27055878,27061206,27062022,27062389,27064532,27064754,27065018,27065263,27065765,27066219,27067631,27068003,27068254,27068589,27069784	AR	Nefronoftis 9
22	41253084	41328823	NM_022098.3	0	+	XPNPEP3	XPNPEP3 (NPHPL1)	ENSG00000196236	ENST00000357137	41253185	41322439	41253084,41265002,41277773,41282316,41303590,41305125,41310242,41318336,41320365,41322272	41253249,41265119,41278181,41282519,41303653,41305239,41310328,41318517,41320486,41328823	AR	Nefronoftis-liknende nefropati 1
22	46067677	46241187	NM_013236.3	0	+	ATXN10	ATXN10	ENSG00000130638	ENST00000252934	46067943	46239551	46067677,46085591,46088875,46096161,46098568,46114292,46125304,46134610,46136248,46202838,46238870,46239548	46068059,46085783,46088958,46096258,46098727,46114373,46125470,46134719,46136418,46202902,46239058,46241187	AR	Spinocerebellar ataksi 10
