# Genepanel: Joubert Version: 02 Date: 2015-09-09
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds	inheritance	disease
8	94767071	94830347	NM_153704	0	+	TMEM67	TMEM67 (MKS3)	ENSG00000164953	ENST00000453321	94767142	94828680	94767071,94768005,94770710,94776069,94777633,94777799,94784816,94792820,94793101,94793885,94794622,94797449,94798450,94800071,94803490,94805425,94807636,94808128,94809361,94809558,94811845,94815831,94816989,94821067,94821284,94822012,94827532,94828599	94767365,94768094,94770804,94776169,94777703,94777874,94784879,94792975,94793210,94793972,94794688,94797606,94798574,94800177,94803547,94805524,94807735,94808215,94809461,94809698,94811986,94815912,94817106,94821184,94821389,94822115,94827675,94830347	AR	Joubert sydrome 6
9	139323066	139334256	NM_019892	0	-	INPP5E	INPP5E	ENSG00000148384	ENST00000371712	139324126	139333871	139323066,139324728,139325453,139326275,139326930,139327407,139327606,139328488,139329191,139333059	139324259,139324865,139325569,139326437,139327038,139327527,139327731,139328586,139329315,139334256	AR	Joubert syndrom 1
10	97423152	97453900	NM_015631	0	-	TCTN3	TCTN3	ENSG00000119977	ENST00000265993	97423823	97453656	97423152,97440228,97442407,97442857,97443278,97444255,97445312,97446251,97446800,97447003,97447348,97452676,97453109,97453400	97424057,97440366,97442561,97442952,97443386,97444381,97445393,97446287,97446916,97447112,97447476,97452795,97453233,97453900	AR	Joubert syndrom 18
11	61129472	61136975	NM_016464	0	+	TMEM138	TMEM138	ENSG00000149483	ENST00000278826	61131862	61136181	61129472,61131723,61133516,61135394,61136068	61129892,61131990,61133688,61135470,61136975	AR	Joubert syndrom 16
11	61159831	61166335	NM_001173990	0	+	TMEM216	TMEM216	ENSG00000187049	ENST00000334888	61160103	61165748	61159831,61160702,61161355,61165245,61165741	61160137,61160804,61161448,61165447,61166335	AR	Joubert syndrom 2
12	88442789	88535993	NM_025114	0	-	CEP290	CEP290 (NPHP6)*	ENSG00000198707	ENST00000552810	88442960	88535084	88442789,88444130,88447428,88448116,88449352,88452624,88453674,88454606,88456468,88457757,88462298,88465070,88465557,88470998,88471473,88472868,88473958,88476807,88477623,88478362,88479815,88480167,88481556,88482808,88484504,88486457,88487546,88490664,88496614,88500451,88500772,88502842,88504978,88505470,88508196,88508874,88510809,88512259,88512419,88513890,88514773,88519022,88520092,88522722,88523470,88524044,88524321,88524941,88530419,88532921,88533271,88534732,88534982,88535676	88443191,88444210,88447523,88448190,88449494,88452797,88453797,88454771,88456555,88457892,88462422,88465226,88465703,88471121,88471695,88473006,88474172,88477007,88477731,88478629,88479950,88480275,88481721,88483264,88484616,88486609,88487752,88490776,88496788,88500682,88500875,88502958,88505128,88505635,88508339,88508959,88510922,88512347,88512520,88514053,88514943,88519146,88520215,88522812,88523653,88524197,88524342,88524995,88530563,88532968,88533341,88534810,88535111,88535993	AR	Joubert syndrom 5
12	111051831	111086935	NM_001082538	0	+	TCTN1	TCTN1	ENSG00000204852	ENST00000397659	111051987	111085697	111051831,111057640,111064166,111066571,111070276,111072474,111074285,111078187,111078828,111079346,111080053,111082771,111085000,111085553,111086847	111052207,111057761,111064297,111066723,111070364,111072584,111074306,111078322,111078954,111079432,111080194,111082934,111085141,111085698,111086935	AR	Joubert syndrom 13
12	124155659	124192950	NM_024809	0	+	TCTN2	TCTN2	ENSG00000168778	ENST00000303372	124155787	124192260	124155659,124156053,124156602,124158161,124163735,124171382,124172597,124175079,124177204,124179388,124179766,124180961,124181633,124184250,124189078,124191272,124191531,124192150	124155869,124156161,124156679,124158357,124163836,124171582,124172724,124175221,124177270,124179523,124179844,124181042,124181745,124184357,124189235,124191398,124191620,124192950	AR	Joubert
15	90171200	90198682	NM_198525	0	-	KIF7	KIF7	ENSG00000166813	ENST00000394412	90171649	90196161	90171200,90172206,90172605,90173517,90174725,90176050,90176371,90176916,90185433,90188243,90188566,90189123,90190060,90190826,90191485,90192204,90192971,90195833,90198629	90172017,90172353,90172804,90173724,90174941,90176227,90176497,90177114,90185636,90188396,90188682,90189257,90190288,90190943,90192005,90192598,90193172,90196185,90198682	AR	Joubert syndrom 12 / Acrocallosal syndrom
16	49524514	49856649	NM_015069	0	-	ZNF423	ZNF423	ENSG00000102935	ENST00000561648	49525185	49856596	49524514,49557534,49559273,49660080,49669570,49764681,49823397,49856580	49525215,49557650,49559405,49660165,49672785,49764882,49823457,49856649	AR	Joubert syndrom 19
16	53633817	53737771	NM_015272	0	-	RPGRIP1L	RPGRIP1L	ENSG00000103494	ENST00000379925	53635987	53734635	53633817,53639392,53644878,53652936,53656130,53670350,53671606,53672221,53674944,53675196,53679536,53682875,53686446,53690383,53691364,53692325,53692683,53698781,53705421,53706781,53708928,53720344,53721774,53725977,53730062,53734550,53737714	53636100,53639526,53644963,53653120,53656268,53670424,53671766,53672323,53675028,53675387,53679915,53683027,53686899,53690501,53691544,53692376,53692790,53698921,53705495,53706928,53709034,53720488,53721877,53726276,53730207,53734642,53737771	AR	Joubert syndrom 7
16	75572014	75590184	NM_001077416	0	-	TMEM231	TMEM231	ENSG00000205084	ENST00000568377	75573891	75590169	75572014,75575247,75576499,75579249,75579723,75589701	75574072,75575353,75576581,75579393,75579852,75590184	AR	Joubert syndrom 20
22	46067677	46241187	NM_013236	0	+	ATXN10	ATXN10	ENSG00000130638	ENST00000252934	46067943	46239551	46067677,46085591,46088875,46096161,46098568,46114292,46125304,46134610,46136248,46202838,46238870,46239548	46068059,46085783,46088958,46096258,46098727,46114373,46125470,46134719,46136418,46202902,46239058,46241187	AR	Spinocerebellar ataksi 10
X	13752831	13787480	NM_003611	0	+	OFD1	OFD1	ENSG00000046651	ENST00000340096	13753190	13787227	13752831,13753366,13754596,13756964,13757120,13762533,13764437,13764898,13767545,13769367,13771486,13773269,13774696,13775778,13776455,13778233,13779203,13780462,13781863,13785245,13786172,13786836,13787184	13753202,13753465,13754797,13757033,13757151,13762638,13764574,13765072,13767652,13769487,13771560,13773361,13774886,13775909,13776567,13778839,13779330,13780563,13781974,13785403,13786343,13786904,13787480	X-bundet	Joubert syndrom 10
