# Genepanel: Ekto Version: 01 Date: 2016-01-21
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds	inheritance	disease
4	5712923	5816031	NM_153717.2	0	+	EVC	EVC	ENSG00000072840	ENST00000264956	5713107	5812764	5712923,5720974,5731033,5733151,5735077,5743442,5746930,5749874,5754562,5755511,5757990,5785278,5795334,5798748,5800312,5803676,5806456,5809927,5811244,5812065,5812679	5713281,5721100,5731117,5733384,5735162,5743541,5747068,5750033,5754779,5755660,5758089,5785491,5795444,5798959,5800519,5803821,5806568,5810054,5811338,5812177,5816031	AR / AD	Ellis-van Creveld syndrome inkludert hypodonti / Weyers acrofacial dysostosis
4	111538579	111563279	NM_153427.2	0	-	PITX2	PITX2	ENSG00000164093	ENST00000355080	111539280	111554154	111538579,111542319,111554108,111557936,111563074	111539844,111542525,111554164,111559310,111563279	AD	Axenfeld-Rieger syndrome, type 1 inkludert hypodonti
5	44305096	44388784	NM_004465.1	0	-	FGF10	FGF10	ENSG00000070193	ENST00000264664	44305096	44388784	44305096,44310528,44388459	44305294,44310632,44388784	AD / AD	Aplasia of lacrimal and salivary glands / LADD syndrome inkludert hypodonti
6	43484776	43489246	NM_203290.2	0	+	POLR1C	POLR1C	ENSG00000171453	ENST00000372389	43484847	43489038	43484776,43485043,43487070,43487443,43487803,43488012,43488362,43488669,43488919	43484916,43485115,43487178,43487576,43487923,43488165,43488512,43488786,43489246	AR / AR	Treacher Collins syndrome 3 / Leukodystrophy, hypomyelinating, 11  inkludert hypodonti
6	45296053	45518819	NM_001024630.3	0	+	RUNX2	RUNX2	ENSG00000124813	ENST00000371438	45296463	45515042	45296053,45296397,45390329,45399599,45405683,45459677,45479982,45512953,45514563	45296197,45296521,45390694,45399756,45405788,45459851,45480144,45513019,45518819	AD / AD	Cleidocranial dysplasia, forme fruste, with brachydactyly / Metaphyseal dysplasia with maxillary hypoplasia with or without brachydactyly
6	121756722	121770890	NM_000165.4	0	+	GJA1	GJA1	ENSG00000152661	ENST00000282561	121767993	121769142	121756722,121767977	121756978,121770890	AD / AD / AR / AR / AR / AD	Oculodentodigital dysplasia inkludert hypodonti / Syndactyly, type III / Craniometaphyseal dysplasia, autosomal recessive / Hypoplastic left heart syndrome 1 / Oculodentodigital dysplasia, autosomal recessive / Atrioventricular septal defect 3
6	168841830	169068674	NM_022138.2	0	+	SMOC2	SMOC2	ENSG00000112562	ENST00000354536	168842050	169067118	168841830,168910594,168927025,168928307,168944304,168947765,168949808,168999497,169008836,169051360,169053633,169064753,169067100	168842134,168910766,168927132,168928407,168944352,168947849,168949883,168999684,169008919,169051463,169053908,169064791,169068674	AR	Dentin dysplasia, type I, with microdontia and misshapen teeth, inkludert hypodonti
8	102504667	102681952	NM_024915.3	0	+	GRHL2	GRHL2	ENSG00000083307	ENST00000251808	102504997	102678931	102504667,102555468,102564942,102570646,102582566,102585895,102589635,102611284,102631766,102643864,102644453,102649124,102656358,102661641,102676681,102678816	102505017,102555664,102565010,102571040,102582622,102586052,102589747,102611379,102631925,102643952,102644593,102649156,102656453,102661727,102676746,102681952	AD / AR	Deafness, autosomal dominant 28 / Ectodermal dysplasia/short stature syndrome
8	145736666	145743210	NM_004260.3	0	-	RECQL4	RECQL4	ENSG00000160957	ENST00000428558	145736813	145743168	145736666,145737063,145737293,145737526,145737774,145738024,145738229,145738600,145738768,145738954,145739311,145739572,145739825,145740319,145740533,145740709,145741147,145741371,145742433,145742797,145742985,145743084	145736938,145737172,145737450,145737707,145737944,145738154,145738521,145738767,145738864,145739096,145739491,145739746,145739909,145740456,145740626,145740841,145741274,145742148,145742574,145742892,145743019,145743210	AR / AR / AR	Baller-Gerold syndrome / RAPADILINO syndrome / Rothmund-Thomson syndrome inkludert hypodonti
10	123237843	123357972	NM_000141.4	0	-	FGFR2	FGFR2	ENSG00000066468	ENST00000358487	123239370	123353331	123237843,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123276832,123279492,123298105,123310803,123324015,123324951,123353222,123357475	123239535,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123276977,123279683,123298229,123310973,123324093,123325218,123353481,123357972	AD / AD / AD / AD / AD / AD / AD / AD / AR / AD  / AD	Apert syndrome / Saethre-Chotzen syndrome / Pfeiffer syndrome / Craniofacial-skeletal-dermatologic dysplasia / Jackson-Weiss syndrome / Crouzon syndrome / Beare-Stevenson cutis gyrata syndrome / LADD syndrome inkludert hypodonti / Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis / Scaphocephaly, maxillary retrusion, and mental retardation / Bent bone dysplasia syndrome
11	65306029	65325699	NM_001130144.2	0	-	LTBP3	LTBP3	ENSG00000168056	ENST00000301873	65306550	65325430	65306029,65306798,65307018,65307190,65307483,65307715,65307956,65308341,65308596,65309070,65310575,65310897,65313912,65314268,65314909,65315160,65315390,65318596,65318872,65319018,65319442,65319718,65320330,65320634,65320895,65321171,65321521,65325099	65306702,65306930,65307099,65307352,65307624,65307853,65308085,65308425,65308764,65309199,65310695,65311020,65314035,65314391,65315038,65315292,65315516,65318695,65318945,65319035,65319628,65319877,65320453,65320727,65321001,65321374,65321851,65325699	AR	Dental anomalies and short stature
11	119531702	119599435	NM_002855.4	0	-	PVRL1	PVRL1	ENSG00000110400	ENST00000264025	119535456	119599263	119531702,119545868,119547811,119548264,119549124,119599184	119536007,119546020,119547929,119548567,119549475,119599435	AR	Cleft lip/palate-ectodermal dysplasia syndrome
12	106751435	106903976	NM_018082.5	0	+	POLR3B	POLR3B	ENSG00000013503	ENST00000228347	106751657	106903327	106751435,106757647,106760293,106760435,106763052,106763360,106770136,106772044,106773808,106786808,106799634,106804603,106820974,106824050,106826095,106827496,106830834,106831458,106838240,106848279,106850915,106853028,106857255,106889832,106890529,106895100,106897858,106903197	106751729,106757680,106760350,106760500,106763128,106763461,106770228,106772162,106773917,106786931,106799754,106804738,106821136,106824251,106826258,106827650,106830909,106831557,106838368,106848489,106851074,106853146,106857398,106889936,106890696,106895214,106898032,106903976	AR	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism
12	115108058	115121969	NM_005996.3	0	-	TBX3	TBX3	ENSG00000135111	ENST00000349155	115109645	115121005	115108058,115111969,115114117,115115384,115117309,115118683,115120616	115110107,115112640,115114275,115115461,115117456,115118951,115121969	AD	Ulnar-mammary syndrome inkludert hypodonti
13	20796100	20805372	NM_006783.4	0	-	GJB6	GJB6	ENSG00000121742	ENST00000241124	20796833	20797619	20796100,20803718,20805004	20797634,20803888,20805372	AD /  AR/DD / AD / AR	Ectodermal dysplasia 2, Clouston type / Deafness, digenic GJB2/GJB6 / Deafness, autosomal dominant 3B / Deafness, autosomal recessive 1B
14	35870715	35873960	NM_020529.2	0	-	NFKBIA	NFKBIA	ENSG00000100906	ENST00000216797	35871218	35873850	35870715,35871599,35871976,35872355,35872895,35873623	35871266,35871869,35872065,35872566,35873004,35873960	AD	Ectodermal dysplasia, anhidrotic, with T-cell immunodeficiency
14	37126772	37147011	NM_006194.3	0	+	PAX9	PAX9	ENSG00000198807	ENST00000402703	37131294	37145657	37126772,37130901,37132101,37135666,37145402	37127105,37131298,37132728,37135806,37147011	AD	Tooth agenesis, selective, 3
15	43235097	43398286	NM_174916.2	0	-	UBR1	UBR1	ENSG00000159459	ENST00000290650	43237526	43398220	43235097,43242459,43244475,43250210,43252842,43256132,43258350,43262717,43268914,43270077,43276094,43277084,43281016,43282227,43290365,43294752,43296034,43299276,43307885,43309292,43313472,43314899,43317026,43317578,43318758,43319973,43322141,43324765,43328375,43328725,43329970,43330368,43335412,43339358,43340589,43346939,43348541,43350538,43351282,43351899,43352249,43360095,43362992,43367176,43374835,43378181,43398139	43237668,43242561,43244646,43250288,43252899,43256241,43258484,43262805,43269065,43270145,43276191,43277140,43281165,43282318,43290463,43294902,43296128,43299482,43308067,43309379,43313573,43314999,43317181,43317627,43318861,43320026,43322266,43324829,43328477,43328791,43330081,43330430,43335593,43339487,43340689,43347097,43348640,43350627,43351390,43352023,43352312,43360234,43363123,43367287,43374914,43378438,43398286	AR	Johanson-Blizzard syndrome
16	68678150	68732957	NM_001793.4	0	+	CDH3	CDH3	ENSG00000062038	ENST00000264012	68679282	68732303	68678150,68679538,68710287,68712036,68712403,68712664,68713701,68714870,68716204,68718485,68719107,68721414,68725622,68729157,68729679,68732093	68679327,68679653,68710373,68712180,68712559,68712809,68713877,68714999,68716390,68718727,68719253,68721639,68725829,68729288,68729826,68732957	AR / AR	Hypotrichosis, congenital, with juvenile macular dystrophy / Ectodermal dysplasia, ectrodactyly, and macular dystrophy
17	63524682	63557740	NM_004655.3	0	-	AXIN2	AXIN2	ENSG00000168646	ENST00000307078	63526093	63554738	63524682,63530029,63531743,63532437,63532986,63533441,63534320,63537572,63545637,63553923,63557567	63526220,63530197,63531839,63532671,63533181,63533953,63534461,63537675,63545778,63554854,63557740	AD	Oligodontia-colorectal cancer syndrome
X	13752831	13787480	NM_003611.2	0	+	OFD1	OFD1	ENSG00000046651	ENST00000340096	13753190	13787227	13752831,13753366,13754596,13756964,13757120,13762533,13764437,13764898,13767545,13769367,13771486,13773269,13774696,13775778,13776455,13778233,13779203,13780462,13781863,13785245,13786172,13786836,13787184	13753202,13753465,13754797,13757033,13757151,13762638,13764574,13765072,13767652,13769487,13771560,13773361,13774886,13775909,13776567,13778839,13779330,13780563,13781974,13785403,13786343,13786904,13787480	XB / XB / XB / XB	Simpson-Golabi-Behmel syndrome, type 2 / ?Retinitis pigmentosa 23 / Joubert syndrome 10 / Orofaciodigital syndrome I
X	48367346	48379202	NM_203475.2	0	+	PORCN	PORCN	ENSG00000102312	ENST00000326194	48368208	48378864	48367346,48368171,48369682,48370279,48370713,48370976,48371222,48372514,48372627,48372912,48374104,48374277,48374448,48375570,48378762	48367491,48368344,48369875,48370323,48370895,48371107,48371240,48372529,48372753,48373013,48374181,48374341,48374534,48375681,48379202	XD	Focal dermal hypoplasia  inkludert hypodonti
X	68835910	69259321	NM_001399.4	0	+	EDA	EDA (EDA1)	ENSG00000158813	ENST00000374552	68836152	69255459	68835910,69176876,69243067,69247706,69249353,69250318,69253247,69255207	68836548,69176982,69243091,69247886,69249388,69250370,69253378,69259321	XR	Ectodermal dysplasia 1, hypohidrotic, X-linked
X	153576899	153603006	NM_001456.3	0	-	FLNA	FLNA	ENSG00000196924	ENST00000422373	153577216	153599613	153576899,153577729,153578016,153578398,153579276,153579948,153580251,153580548,153580920,153581139,153581368,153581663,153581921,153582282,153582518,153582748,153582983,153583192,153585801,153586566,153586812,153587351,153587613,153587851,153588099,153588357,153589675,153590037,153590346,153590609,153590785,153591028,153592389,153592626,153592893,153593188,153593503,153593716,153594391,153594675,153594929,153595099,153595764,153596008,153596209,153599240,153602873	153577404,153577933,153578235,153578575,153579409,153580064,153580389,153580815,153581043,153581292,153581572,153581825,153582095,153582411,153582659,153582851,153583079,153583440,153585991,153586723,153586936,153587522,153587774,153588014,153588273,153588955,153589938,153590155,153590516,153590700,153590946,153591152,153592533,153592740,153593087,153593325,153593627,153593854,153594592,153594838,153595007,153595218,153595912,153596106,153596458,153599729,153603006	XB / XB / XB / XB / XB / XB / XB / XB / XB / XB / XB	Congenital short bowel syndrome / Intestinal pseudoobstruction, neuronal / Heterotopia, periventricular / Terminal osseous dysplasia / FG syndrome 2 / Heterotopia, periventricular, ED variant / Otopalatodigital syndrome, type II / Frontometaphyseal dysplasia inkludert hypodonti / Melnick-Needles syndrome / Otopalatodigital syndrome, type I / Cardiac valvular dysplasia, X-linked
