# Genepanel: Bindevev Version: 01 Date: 2015-03-17
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds	inheritance	disease
7	94023872	94060544	NM_000089.3	0	+	COL1A2	COL1A2	ENSG00000164692	ENST00000297268	94024343	94059705	94023872,94027059,94027693,94028360,94029507,94030878,94033867,94034004,94034150,94034510,94034984,94035561,94037158,94037494,94037647,94038081,94038633,94038875,94039034,94039553,94039731,94040200,94040367,94041379,94041895,94042394,94043001,94043205,94043533,94044537,94045716,94047035,94047810,94048809,94049544,94049702,94049852,94050320,94051210,94052268,94053647,94054428,94054921,94055061,94055309,94055734,94056319,94056499,94056938,94057604,94058499,94059558	94024413,94027070,94027708,94028396,94029600,94030932,94033912,94034058,94034204,94034564,94035038,94035615,94037203,94037548,94037692,94038135,94038732,94038920,94039133,94039607,94039839,94040254,94040466,94041433,94041994,94042448,94043055,94043259,94043587,94044582,94045815,94047143,94047864,94048863,94049598,94049756,94049960,94050374,94051264,94052430,94053755,94054536,94054975,94055169,94055363,94055842,94056373,94056607,94057197,94057789,94058742,94060544	AD/AR/AD	Ehlers-Danlos syndrom, type VII / Ehlers-Danlos syndrom hjerteklaff-type / Osteogenesis imperfecta type II, III og IV
9	101867411	101916473	NM_004612.2	0	+	TGFBR1	TGFBR1	ENSG00000106799	ENST00000374994	101867487	101911587	101867411,101891136,101894790,101900140,101904817,101907013,101908766,101909935,101911461	101867584,101891382,101895021,101900371,101904985,101907170,101908891,101910066,101916473	AD	Loeys-Dietz syndrom, type 1
9	137533650	137736688	NM_000093.4	0	+	COL5A1	COL5A1	ENSG00000130635	ENST00000371817	137534033	137734149	137533650,137582757,137591754,137593016,137619111,137620515,137622081,137623341,137623916,137630319,137630591,137642387,137642635,137644434,137645695,137646118,137648610,137650088,137653770,137655538,137657526,137658299,137658845,137659155,137660255,137664635,137666704,137671947,137674512,137676834,137677840,137681000,137686927,137687107,137688219,137688693,137690253,137693799,137694733,137696820,137697006,137698034,137701028,137702100,137703184,137703337,137704294,137704450,137705828,137706642,137707421,137707780,137708871,137709623,137710501,137710693,137710845,137711961,137713942,137714843,137715261,137716445,137717637,137721821,137726816,137734002	137534142,137582925,137591968,137593179,137619243,137620653,137622321,137623509,137623973,137630361,137630654,137642462,137642728,137644491,137645749,137646172,137648664,137650142,137653824,137655583,137657580,137658344,137658899,137659200,137660309,137664680,137666758,137671992,137674566,137676942,137677894,137681054,137686972,137687161,137688264,137688747,137690307,137693853,137694841,137696910,137697060,137698142,137701136,137702154,137703238,137703445,137704348,137704558,137705882,137706750,137707475,137707834,137708925,137709677,137710609,137710747,137710899,137712069,137713996,137714879,137715315,137716701,137717750,137721890,137727050,137736688	AD	Ehlers-Danlos syndrom type I og II
9	139388895	139440238	NM_017617.3	0	-	NOTCH1	NOTCH1	ENSG00000148400	ENST00000277541	139390522	139440238	139388895,139393350,139393563,139395003,139396199,139396452,139396723,139397633,139399124,139399761,139400978,139401167,139401756,139402406,139402683,139403321,139404184,139405104,139405603,139407472,139407843,139408961,139409741,139409934,139410432,139411723,139412203,139412588,139413042,139413894,139417301,139418168,139438475,139440177	139392010,139393448,139393711,139395299,139396365,139396540,139396940,139397782,139399556,139400333,139401091,139401425,139401889,139402591,139402837,139403523,139404413,139405257,139405723,139407586,139407989,139409154,139409852,139410168,139410546,139411837,139412389,139412744,139413276,139414017,139417640,139418431,139438554,139440238	AD	Aortaklaff-sykdom, type 1
10	90694830	90712580	NM_001613.2	0	-	ACTA2	ACTA2	ENSG00000107796	ENST00000224784	90694979	90708687	90694830,90697817,90699263,90700985,90701541,90703553,90707014,90708558,90712487	90695123,90697999,90699455,90701147,90701626,90703664,90707143,90708710,90712580	AD	Familiært thorakalt aortaaneurysme, type 6
10	97365685	97416567	NM_002860.3	0	-	ALDH18A1	ALDH18A1	ENSG00000059573	ENST00000371224	97366518	97413134	97365685,97369953,97371012,97373498,97373722,97376233,97380787,97385118,97386459,97387198,97388124,97392715,97393247,97396849,97397043,97402748,97413046,97416353	97366700,97370049,97371199,97373620,97373918,97376371,97381008,97385212,97386533,97387343,97388249,97392806,97393406,97396954,97397193,97402963,97413162,97416567	AR	Cutis laxa, type IIIA
11	47430045	47438051	NM_152264.4	0	+	SLC39A13	SLC39A13	ENSG00000165915	ENST00000354884	47431645	47436914	47430045,47431616,47433476,47433896,47434950,47435147,47435975,47436327,47436610,47436838	47430213,47431946,47433590,47434018,47435058,47435237,47436026,47436460,47436710,47438051	AR	Ehlers-Danlos-liknende spondylocheirodysplasi
11	65633911	65640405	NM_016938.4	0	-	EFEMP2	EFEMP2	ENSG00000172638	ENST00000307998	65634388	65639825	65633911,65635331,65635765,65635980,65637327,65637591,65638006,65638627,65639440,65639714,65640153	65634550,65635527,65635892,65636100,65637447,65637708,65638129,65638834,65639489,65639832,65640405	AR	Cutis laxa, type IB
12	48366747	48398285	NM_001844.4	0	-	COL2A1	COL2A1	ENSG00000139219	ENST00000380518	48367189	48398104	48366747,48367871,48368457,48369099,48369745,48370296,48370594,48370884,48371102,48371382,48371792,48372073,48372379,48373293,48373791,48374336,48374697,48375125,48375558,48375889,48376284,48376630,48376875,48377167,48377465,48377869,48378328,48378777,48379316,48379510,48379694,48380118,48380617,48380860,48381051,48381393,48383010,48383543,48386660,48387240,48387591,48387776,48388206,48389037,48389492,48389657,48390330,48391388,48391653,48391814,48391951,48392197,48393701,48398019	48367336,48368114,48368645,48369388,48369853,48370350,48370702,48370938,48371210,48371436,48371900,48372181,48372541,48373347,48373845,48374444,48374751,48375179,48375612,48375943,48376392,48376729,48376920,48377221,48377519,48377923,48378382,48378876,48379370,48379609,48379748,48380226,48380671,48380959,48381096,48381492,48383064,48383588,48386714,48387285,48387645,48387830,48388260,48389091,48389546,48389702,48390408,48391490,48391707,48391847,48391984,48392214,48393908,48398285	AD	Stickler syndrom, type I
12	124196864	124246301	NM_012463.3	0	+	ATP6V0A2	ATP6V0A2	ENSG00000185344	ENST00000330342	124197112	124242579	124196864,124203169,124206897,124209200,124210743,124212329,124218472,124220077,124221605,124228331,124228747,124229143,124229428,124232153,124233121,124235656,124236829,124238966,124241361,124242473	124197229,124203248,124206995,124209338,124210832,124212456,124218555,124220171,124221818,124228482,124228884,124229331,124229519,124232272,124233332,124235776,124236949,124239084,124241533,124246301	AR	Cutis laxa, type IIA
14	74964885	75079034	NM_000428.2	0	-	LTBP2	LTBP2	ENSG00000119681	ENST00000261978	74967586	75078647	74964885,74968143,74969355,74969921,74970171,74970628,74971480,74971685,74972750,74973400,74973881,74974675,74975306,74975532,74975940,74976436,74976793,74977947,74983524,74988613,74989492,74991826,74992777,74994049,74995185,74995660,74999128,75002628,75016565,75017766,75018889,75019594,75022205,75052556,75070337,75078153	74967732,74968293,74969637,74970089,74970309,74970757,74971564,74971877,74972894,74973526,74974013,74974798,74975432,74975655,74976066,74976562,74976916,74978067,74983644,74988742,74989621,74991928,74992817,74994069,74995401,74995825,74999251,75002703,75016668,75018053,75019096,75019765,75022396,75052821,75070408,75079034	AR	Weill-Marchesani syndrom, type 3
14	92335754	92414046	NM_006329.3	0	-	FBLN5	FBLN5	ENSG00000140092	ENST00000342058	92336567	92413573	92335754,92343830,92347635,92349297,92353536,92357564,92361293,92403290,92406908,92409250,92413556	92336729,92344026,92347762,92349420,92353656,92357681,92361416,92403545,92406960,92409305,92414046	AD/AR	Cutis laxa, type II / Cutis laxa, type IA
15	48700502	48937985	NM_000138.4	0	-	FBN1	FBN1	ENSG00000166147	ENST00000316623	48703186	48936966	48700502,48704765,48707732,48712883,48713754,48714148,48717565,48717935,48719763,48720542,48722867,48725062,48726790,48729157,48729518,48729964,48733917,48736737,48737572,48738902,48740964,48744758,48748833,48752442,48755278,48756095,48757764,48757986,48760134,48760608,48762830,48764747,48766451,48766724,48773851,48776014,48777570,48779271,48779508,48780309,48780564,48782047,48784657,48786400,48787319,48787665,48788296,48789462,48791181,48795983,48797221,48800778,48802240,48805745,48807583,48808379,48812855,48818326,48826276,48829807,48888479,48892335,48902924,48905206,48936802,48937771	48703576,48704940,48707964,48713003,48713883,48714265,48717688,48718061,48719970,48720668,48722999,48725185,48726910,48729274,48729584,48730114,48734043,48736857,48737701,48739019,48741090,48744881,48748959,48752514,48755437,48756218,48757890,48758055,48760299,48760731,48762953,48764873,48766574,48766847,48773977,48776140,48777693,48779397,48779634,48780438,48780690,48782275,48784783,48786451,48787457,48787785,48788422,48789588,48791235,48796136,48797344,48800901,48802366,48805865,48807724,48808559,48813014,48818452,48826402,48830005,48888575,48892431,48903023,48905289,48937147,48937985	AD	Marfan syndrom
15	67358194	67487533	NM_005902.3	0	+	SMAD3	SMAD3	ENSG00000166949	ENST00000327367	67358492	67482874	67358194,67457232,67457590,67459116,67462891,67473578,67477064,67479702,67482750	67358698,67457426,67457722,67459191,67462942,67473791,67477202,67479847,67487533	AD	Loeys-Dietz syndrom, type 3
16	15796991	15950887	NM_002474.2	0	-	MYH11	MYH11	ENSG00000133392	ENST00000300036	15797847	15932109	15796991,15808765,15809020,15810996,15812171,15813076,15813441,15814007,15814695,15815278,15818017,15818503,15818744,15820704,15826420,15829222,15831305,15832421,15833907,15835319,15835616,15838985,15841426,15841730,15841903,15843994,15847250,15850197,15851683,15853432,15854396,15857652,15865425,15869934,15872636,15876241,15880486,15892516,15917111,15931764,15950797	15797980,15808938,15809129,15811205,15812295,15813165,15813570,15814169,15814908,15815491,15818266,15818656,15818849,15820911,15826565,15829435,15831477,15832545,15834045,15835526,15835748,15839094,15841587,15841800,15842025,15844188,15847365,15850371,15851857,15853585,15854515,15857748,15865569,15870033,15872700,15876334,15880589,15892544,15917268,15932126,15950887	AD	Familiært thorakalt aortaaneurysme, type 4
17	48261456	48279000	NM_000088.3	0	-	COL1A1	COL1A1	ENSG00000108821	ENST00000225964	48262862	48278874	48261456,48263138,48263677,48264000,48264375,48264844,48265236,48265456,48265890,48266102,48266263,48266528,48266737,48267039,48267219,48267361,48267687,48267903,48268177,48268743,48269148,48269340,48269835,48270000,48270157,48270354,48271303,48271490,48271709,48271933,48272081,48272407,48272592,48272794,48272927,48273283,48273515,48273674,48273844,48273977,48274370,48274540,48275092,48275309,48275521,48275793,48276586,48276778,48276916,48277113,48278771	48263009,48263381,48263868,48264283,48264483,48264898,48265344,48265510,48265998,48266156,48266371,48266636,48266899,48267093,48267273,48267469,48267741,48267957,48268285,48268851,48269247,48269385,48269889,48270054,48270211,48270408,48271402,48271544,48271808,48271987,48272189,48272461,48272691,48272839,48273026,48273337,48273560,48273728,48273889,48274031,48274424,48274594,48275146,48275363,48275566,48275865,48276688,48276814,48276951,48277308,48279000	AD	Ehlers-Danlos syndrom, type I og VII / Osteogenesis imperfecta type I, II, III og IV
17	79890261	79895133	NM_006907.3	0	-	PYCR1	PYCR1	ENSG00000183010	ENST00000329875	79891089	79894690	79890261,79892201,79892528,79892801,79893212,79893998,79894623	79891252,79892365,79892621,79893023,79893392,79894069,79895133	AR	Cutis laxa type IIB og IIIB
19	8645123	8675620	NM_030957.3	0	-	ADAMTS10	ADAMTS10	ENSG00000142303	ENST00000597188	8645776	8670595	8645123,8649778,8650015,8650339,8651005,8651227,8651441,8651699,8654125,8654335,8654772,8656683,8656841,8657646,8660645,8660956,8661190,8661425,8661870,8662117,8665811,8668611,8669896,8670507,8673015,8675528	8645886,8649938,8650192,8650544,8651135,8651354,8651605,8651780,8654249,8654469,8654875,8656747,8656987,8657754,8660787,8661103,8661296,8661469,8662016,8662201,8666029,8668768,8670243,8670694,8673130,8675620	AR	Weill-Marchesani syndrom, type 1
19	41099071	41135725	NM_003573.2	0	+	LTBP4	LTBP4	ENSG00000090006	ENST00000204005	41099071	41135455	41099071,41105102,41105307,41105973,41110940,41111310,41111634,41112138,41112309,41113270,41114125,41114389,41115435,41115651,41116437,41117057,41117764,41117978,41118970,41119309,41119821,41120220,41122794,41123005,41125251,41128305,41128854,41129508,41129840,41131761,41132879,41133609,41135300	41099087,41105161,41105462,41106083,41111132,41111558,41111737,41112213,41112432,41113435,41114275,41114509,41115567,41115777,41116563,41117300,41117890,41118098,41119102,41119435,41119944,41120352,41122926,41123130,41125398,41128572,41128926,41129637,41129987,41131914,41133260,41133762,41135725	AR	Cutis laxa, type IC
19	41836435	41859838	NM_000660.5	0	-	TGFB1	TGFB1	ENSG00000105329	ENST00000221930	41836956	41858949	41836435,41838032,41847787,41848074,41850651,41854199,41858594	41837115,41838186,41847935,41848152,41850769,41854360,41859838	AD	Camurati-Engelmanns sykdom
20	19870209	19983103	NM_018993.3	0	+	RIN2	RIN2	ENSG00000132669	ENST00000255006	19870245	19981580	19870209,19915742,19937258,19941343,19945595,19951481,19955297,19970649,19972811,19977322,19981256	19870302,19915843,19937451,19941455,19945668,19951573,19956431,19970955,19972943,19977486,19983103	AR	MACS syndrom
20	45338278	45364985	NM_030777.3	0	+	SLC2A10	SLC2A10	ENSG00000197496	ENST00000359271	45338375	45362473	45338278,45353679,45355502,45357991,45362394	45338379,45354963,45355625,45358127,45364985	AR	Arterial turtuosity syndrom
X	70338405	70362304	NM_005120.2	0	+	MED12	MED12	ENSG00000184634	ENST00000333646	70338604	70362068	70338405,70339222,70339535,70339863,70340820,70341176,70341411,70342049,70342357,70342587,70342944,70343443,70344008,70344613,70344825,70345200,70345512,70345885,70346190,70346818,70347185,70347742,70348145,70348447,70348963,70349165,70349529,70349884,70351399,70351922,70352226,70352694,70352972,70354206,70354562,70354941,70356130,70356728,70357036,70357407,70357575,70360484,70361079,70361732,70362024	70338703,70339327,70339727,70340020,70341002,70341287,70341666,70342196,70342457,70342724,70343076,70343570,70344238,70344694,70344996,70345345,70345563,70346004,70346334,70346982,70347317,70347970,70348290,70348568,70349065,70349279,70349705,70350064,70351471,70352056,70352388,70352806,70353062,70354316,70354698,70355103,70356505,70356879,70357233,70357485,70357793,70360707,70361220,70361814,70362304	XR	Lujan-Fryns syndrom
