# Genepanel: EEogPU Version: 02 Date: 2015-03-17
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds	inheritance	disease
2	228549925	228582745	NM_025243.3	0	-	SLC19A3	SLC19A3	ENSG00000135917	ENST00000258403	228552112	228567034	228549925,228552881,228560604,228563451,228566884,228582658	228552289,228553023,228560797,228564280,228567036,228582745	AR	Tiamin metabolisme dysfunksjon syndrom type 2 (THMD2)
3	41240941	41281939	NM_001904.3	0	+	CTNNB1	CTNNB1	ENSG00000168036	ENST00000349496	41265559	41280833	41240941,41265511,41266016,41266444,41266824,41267150,41268698,41274831,41275019,41275629,41277214,41277839,41278078,41279506,41280624	41241161,41265572,41266244,41266698,41267063,41267352,41268843,41274935,41275358,41275788,41277334,41277990,41278200,41279567,41281939	AD	Mental retardasjon type 19 (MRD19)
5	88014057	88179283	NM_002397.4	0	-	MEF2C	MEF2C	ENSG00000081189	ENST00000437473	88018420	88119605	88014057,88024309,88025034,88026027,88027545,88044886,88047673,88057001,88100414,88119551,88178771	88018742,88024445,88025164,88026051,88027718,88044934,88047860,88057145,88100618,88119747,88179283	AD	Mental retardasjon type 20 (MRD20)
5	161494647	161582545	NM_000816.3	0	+	GABRG2	GABRG2	ENSG00000113327	ENST00000356592	161495005	161580374	161494647,161520833,161522500,161524643,161528240,161530894,161569169,161576113,161580098	161495112,161520985,161522568,161524864,161528323,161531032,161569322,161576319,161582545	AD	Epilepsi med feberkramper type 3 (GEFSP3), Familiær feberkrampe type 8 (FEB8)
6	33387846	33421466	NM_006772.2	0	+	SYNGAP1	SYNGAP1	ENSG00000197283	ENST00000418600	33388041	33419683	33387846,33391253,33393574,33399937,33400461,33402928,33403291,33405444,33406195,33406551,33408505,33408949,33409357,33410229,33410665,33412220,33414351,33415619,33419536	33388108,33391375,33393680,33400029,33400583,33403082,33403390,33406068,33406340,33406696,33408742,33409151,33409536,33410271,33411737,33412394,33414563,33415710,33421466	AD	Mental retardasjon type 5 (MRD5)
6	157099063	157531913	NM_020732.3	0	+	ARID1B	ARID1B	ENSG00000049618	ENST00000346085	157099063	157529025	157099063,157150360,157192747,157222509,157256599,157405795,157431605,157454161,157469757,157488173,157495141,157502102,157505364,157510775,157511171,157517298,157519944,157521838,157524999,157527300	157100605,157150555,157192786,157222659,157256710,157406039,157431695,157454341,157470085,157488319,157495251,157502312,157505569,157510914,157511344,157517449,157520041,157522622,157525130,157531913	AD	Coffin- Siris syndrom 1
7	145813452	148118088	NM_014141.5	0	+	CNTNAP2	CNTNAP2	ENSG00000174469	ENST00000361727	145813968	148112708	145813452,146471362,146536802,146740998,146805238,146818070,146825784,146829336,146997232,147092700,147183026,147259229,147336197,147600656,147674953,147815209,147844582,147869333,147914379,147926737,147964124,148080740,148106482,148112508	145814065,146471473,146536996,146741146,146805442,146818255,146825928,146829601,146997382,147092872,147183133,147259349,147336398,147600813,147675081,147815380,147844801,147869570,147914616,147926871,147964218,148080980,148106563,148118088	AR	Kortikal dysplasi-fokal epilepsi syndrom, Pitt-Hopkins like syndrom type 1 (PTHSL1)
9	2015218	2193623	NM_003070.4	0	+	SMARCA2	SMARCA2	ENSG00000080503	ENST00000349721	2029022	2192739	2015218,2028986,2032951,2039465,2047228,2054596,2056671,2058290,2060815,2070417,2073211,2073565,2076228,2077628,2081831,2083346,2084085,2086828,2088499,2096656,2097384,2101569,2104002,2110253,2115821,2119457,2123718,2161685,2170418,2181570,2182140,2186095,2191265,2192703	2015404,2029247,2033081,2039900,2047484,2054723,2056845,2058464,2060986,2070471,2073342,2073623,2076329,2077776,2081995,2083413,2084196,2087071,2088613,2096764,2097471,2101616,2104169,2110417,2116049,2119535,2123937,2161903,2170472,2181676,2182242,2186228,2191408,2193623	AD	Nicolaides-Baraitser syndrom (NCBRS)
9	130374485	130454995	NM_003165.3	0	+	STXBP1	STXBP1	ENSG00000136854	ENST00000373302	130374682	130446756	130374485,130413881,130415993,130420653,130422308,130423380,130425483,130427525,130428444,130430358,130432176,130434329,130435459,130438082,130438922,130440709,130442435,130444684,130446646,130453053	130374719,130413931,130416075,130420730,130422387,130423484,130425632,130427610,130428575,130430466,130432237,130434395,130435540,130438221,130439032,130440811,130442521,130444839,130446772,130454995	AD	Epileptisk encefalopati type 4 (EIEE4)
9	131314836	131395944	NM_001130438.2	0	+	SPTAN1	SPTAN1	ENSG00000197694	ENST00000372739	131329019	131395613	131314836,131329016,131331050,131336953,131337477,131339101,131339407,131339630,131340388,131341915,131343200,131344060,131344757,131344972,131345355,131346066,131346560,131346999,131348026,131349884,131351087,131353755,131355261,131356453,131360678,131361241,131362358,131365821,131366604,131367312,131367574,131369882,131370130,131370408,131371152,131371400,131371929,131373992,131374387,131375659,131377910,131379918,131380265,131381149,131383436,131386606,131387381,131388047,131388669,131389664,131390203,131392599,131394405,131394709,131394850,131395086,131395487	131314975,131329256,131331176,131337094,131337624,131339235,131339552,131339785,131340524,131342017,131343338,131344171,131344835,131345128,131345560,131346248,131346804,131347122,131348244,131349977,131351222,131353904,131355321,131356652,131360783,131361265,131362394,131365869,131366696,131367457,131367756,131369982,131370328,131370555,131371256,131371563,131371944,131374124,131374525,131375764,131378119,131380039,131380387,131381282,131383535,131386766,131387458,131388257,131388966,131389777,131390221,131392654,131394602,131394763,131394997,131395234,131395944	AD	Epileptisk encefalopati type 5 (EIEE5)
9	140033608	140063214	NM_007327.3	0	+	GRIN1	GRIN1	ENSG00000176884	ENST00000371561	140033938	140061979	140033608,140036464,140040177,140043460,140051120,140051314,140052830,140053072,140055507,140055740,140056375,140056623,140056855,140057042,140057297,140057620,140058010,140058210,140059637,140061862	140034196,140036599,140040354,140043561,140051242,140051489,140052975,140053156,140055649,140055868,140056540,140056742,140056968,140057191,140057455,140057782,140058120,140058356,140059748,140063214	AD	Mental retardasjon type 8 (MRD8)
9	140513443	140730578	NM_024757.4	0	+	EHMT1	EHMT1	ENSG00000181090	ENST00000460843	140513480	140729405	140513443,140605418,140611077,140622800,140637822,140638353,140646782,140648622,140652331,140657126,140669560,140671069,140672333,140674086,140676742,140685299,140693264,140695331,140705912,140707457,140707837,140708882,140710398,140711890,140712511,140728800,140729224	140513501,140605482,140611634,140622981,140637980,140638542,140646860,140648743,140652463,140657272,140669704,140671296,140672507,140674169,140676849,140685422,140693366,140695436,140706067,140707625,140707982,140708960,140710514,140711977,140712590,140728976,140730578	AD	Kleefstra syndrom (9q-syndrom)
11	790474	796263	NM_024698.5	0	-	SLC25A22	SLC25A22	ENSG00000177542	ENST00000320230	791914	795006	790474,792141,792303,792552,792869,793528,794457,794775,794986,796042	792068,792217,792458,792727,792988,793619,794513,794901,795169,796263	AR	Epileptisk encefalopati type 3 (EIEE3)
11	65837823	66012218	NM_018026.3	0	+	PACS1	PACS1	ENSG00000175115	ENST00000320580	65837957	66010751	65837823,65960956,65977832,65978604,65983589,65983990,65984165,65987216,65988101,65988624,65994974,65998018,65998275,65999642,66000430,66001255,66001602,66002771,66003368,66006274,66006612,66008897,66010382,66010635	65838313,65961044,65977922,65978730,65983734,65984082,65984246,65987276,65988262,65988718,65995055,65998134,65998411,65999747,66000537,66001410,66001713,66002874,66003411,66006317,66006748,66009124,66010502,66012218	AD	Mental retardasjon type 17 (MRD17)
11	126293395	126870766	NM_032531.3	0	-	KIRREL3	KIRREL3	ENSG00000149571	ENST00000525144	126294474	126870405	126293395,126295532,126299073,126301313,126305162,126306705,126310343,126314873,126316653,126318903,126326243,126333051,126343203,126391209,126396432,126432729,126870350	126294918,126295619,126299183,126301421,126305198,126306904,126310444,126315000,126316781,126319052,126326349,126333202,126343361,126391359,126396582,126432807,126870766	AD	Mental retardasjon type 4 (MRD4)
12	13714409	14133022	NM_000834.3	0	-	GRIN2B	GRIN2B	ENSG00000273079	ENST00000609686	13715716	14019142	13714409,13719958,13722763,13724737,13761536,13764658,13768047,13768426,13769388,13828678,13906250,14018731,14132861	13717573,13720197,13722951,13724898,13761766,13764784,13768201,13768598,13769591,13828793,13906849,14019160,14133022	AD	Mental retardasjon type 6 (MRD6)
12	51985019	52206648	NM_014191.3	0	+	SCN8A	SCN8A	ENSG00000196876	ENST00000354534	52056601	52201213	51985019,52056547,52077957,52080151,52080874,52082541,52093353,52094927,52096556,52099200,52100205,52115329,52139686,52145138,52156286,52159454,52162648,52163651,52164312,52167972,52174432,52180325,52182478,52183064,52184181,52188154,52200065	51985143,52056877,52078076,52080241,52081003,52082633,52093575,52094991,52096698,52099407,52100499,52115692,52139819,52145377,52156460,52159811,52163119,52163769,52164467,52168146,52174555,52180610,52182532,52183202,52184286,52188425,52206648	AD	Epileptisk encefalopati type 13 (EIEE13)
14	29236277	29239483	NM_005249.4	0	+	FOXG1	FOXG1	ENSG00000176165	ENST00000313071	29236485	29237955	29236277	29239483	AD	Kongenitalt Rett syndrom
14	102430864	102517135	NM_001376.4	0	+	DYNC1H1	DYNC1H1	ENSG00000197102	ENST00000360184	102431028	102516900	102430864,102442048,102445655,102446055,102446700,102449355,102449718,102452023,102453789,102455039,102457863,102460520,102461009,102461322,102461517,102463371,102466325,102466622,102467290,102467481,102467871,102468873,102469128,102470854,102471098,102471378,102472224,102473344,102474514,102476179,102476612,102477076,102478211,102478650,102481441,102482192,102482685,102483102,102483424,102483719,102484787,102486229,102489087,102492910,102493510,102493719,102493955,102494273,102495875,102496155,102496498,102498608,102499401,102499605,102500312,102500661,102502825,102504796,102505034,102505337,102505748,102505974,102506572,102506934,102507910,102508349,102508564,102508720,102508971,102510211,102510610,102510931,102514153,102514852,102515776,102516050,102516407,102516771	102431284,102442136,102445829,102446311,102446887,102449627,102449946,102453100,102453969,102455189,102458010,102460661,102461186,102461433,102461637,102463611,102466481,102466736,102467401,102467691,102468018,102469040,102469302,102471020,102471287,102471573,102472507,102473445,102474674,102476423,102476796,102477289,102478450,102478807,102481669,102482423,102482826,102483336,102483631,102483841,102484953,102486393,102489217,102493044,102493625,102493881,102494170,102494478,102496049,102496275,102496619,102498804,102499519,102499821,102500525,102500789,102502979,102504943,102505185,102505591,102505883,102506069,102506747,102507010,102508071,102508461,102508625,102508844,102509085,102510382,102510828,102511035,102514365,102515006,102515919,102516219,102516535,102517135	AD	Mental retardasjon type 13 (MRD13)
15	25582395	25650653	NM_130838.1	0	-	UBE3A	UBE3A	ENSG00000114062	ENST00000438097	25584283	25650609	25582395,25585231,25599499,25599674,25601038,25601837,25605529,25615712,25620611,25650607	25584404,25585375,25599573,25599830,25601203,25602043,25605674,25616959,25620910,25650653	AD (imprinted)	Angelman syndrom (AS)
15	89859535	89878026	NM_002693.2	0	-	POLG	POLG	ENSG00000140521	ENST00000268124	89859981	89876985	89859535,89860606,89861771,89862161,89862458,89863996,89864355,89864966,89865192,89865972,89866634,89867045,89867337,89868680,89869842,89870142,89870397,89871686,89871915,89872173,89873311,89876326,89877903	89860058,89860767,89861980,89862330,89862581,89864243,89864491,89865084,89865246,89866133,89866742,89867132,89867458,89868917,89869969,89870294,89870580,89871766,89872062,89872341,89873507,89877144,89878026	AR *	Alpers syndrom, Mitokondrielt recessivt ataxi-syndrom, Progressiv ekstern oftalmoplegi
16	2525146	2555734	NM_001199107.1	0	+	TBC1D24	TBC1D24	ENSG00000162065	ENST00000293970	2546149	2550959	2525146,2546034,2547710,2548238,2549357,2549835,2550268,2550804	2525171,2547114,2547728,2548397,2549421,2549931,2550491,2555734	AR	Epileptisk encefalopati type 16 (EIEE16), Familiær infantil myoklon epilepsi (FIME), DOOR syndrom
16	9847261	10276611	NM_000833.4	0	-	GRIN2A	GRIN2A	ENSG00000183454	ENST00000396573	9857005	10274268	9847261,9862707,9892133,9916120,9923279,9927961,9934503,9934792,9943612,9984842,10031815,10273854,10275733,10276510	9858805,9862946,9892321,9916281,9923509,9928087,9934657,9934961,9943818,9984957,10032408,10274286,10275924,10276611	AD	Fokal epilepsi med talevansker og med eller uten mental retardasjon (FESD)
16	56225250	56391356	NM_020988.2	0	+	GNAO1	GNAO1	ENSG00000087258	ENST00000262493	56226147	56388965	56225250,56226485,56309842,56362542,56368640,56370642,56385295,56388777,56390014	56226265,56226528,56309984,56362703,56368769,56370772,56385449,56388993,56391356	AD	Epileptisk encefalopati type 17 (EIEE17)
16	67596309	67673088	NM_006565.3	0	+	CTCF	CTCF	ENSG00000102974	ENST00000264010	67644735	67671775	67596309,67605050,67644726,67645853,67650647,67654599,67655344,67660457,67662272,67663300,67670592,67671590	67596627,67605167,67645516,67646024,67650781,67654720,67655494,67660618,67662455,67663436,67670754,67673088	AD	Mental retardasjon type 21 (MRD21)
16	89238162	89261900	NM_004933.2	0	+	CDH15	CDH15	ENSG00000129910	ENST00000289746	89238239	89261563	89238162,89245823,89246607,89249955,89251580,89253836,89254507,89256650,89257737,89258062,89258612,89259877,89260162,89261269	89238281,89245982,89246763,89250100,89251741,89253965,89254693,89256904,89257880,89258302,89258852,89260014,89260321,89261900	AD	Mental retardasjon 3 (MRD3)
17	17584786	17714765	NM_030665.3	0	+	RAI1	RAI1	ENSG00000108557	ENST00000353383	17696262	17713295	17584786,17627341,17696246,17707069,17712703,17713283	17585107,17627473,17701827,17707163,17712753,17714765	AD	Smith-Magenis syndrom (SMS)
17	44107281	44270166	NM_001193466.1	0	-	KANSL1	KANSL1	ENSG00000120071	ENST00000262419	44108841	44249509	44107281,44109412,44110445,44110768,44111526,44115903,44116392,44117067,44127898,44143902,44144914,44159806,44171925,44248220,44269784	44109069,44109665,44110558,44110826,44111651,44116052,44116581,44117250,44128070,44144098,44145033,44159908,44172067,44249598,44270166	AD	Koolen-De Vries syndrom (KDVS)
17	46018888	46026674	NM_018129.3	0	+	PNPO	PNPO	ENSG00000108439	ENST00000225573	46019041	46024148	46018888,46020671,46021981,46022924,46023226,46023688,46023979	46019179,46020796,46022081,46022978,46023355,46023759,46026674	AR	Pyridoxamin 5´-fosfat oksidase mangel
18	52889561	53255860	NM_001083962.1	0	-	TCF4	TCF4	ENSG00000196628	ENST00000354452	52895455	53254347	52889561,52895451,52896077,52899739,52901778,52921727,52924545,52927179,52928696,52937061,52942849,52946781,53017589,53018104,53070684,53128249,53131306,53252510,53254275,53255268	52895261,52895592,52896307,52899902,52901914,52921931,52924622,52927258,52928764,52937194,52942983,52946887,53017639,53018234,53070749,53128346,53131368,53252583,53254367,53255860	AD	Pitt-Hopkins syndrom (PTHS)
19	11071807	11172958	NM_001128849.1	0	+	SMARCA4	SMARCA4	ENSG00000127616	ENST00000358026	11094827	11172492	11071807,11094796,11095948,11096864,11097580,11098341,11099992,11101825,11105503,11106888,11107169,11113704,11114015,11118577,11121056,11123624,11129632,11130266,11132400,11134193,11135006,11136097,11136975,11138459,11141405,11143965,11144442,11144798,11145589,11150133,11151982,11168930,11169463,11170428,11170720,11172459	11071850,11095049,11096081,11097269,11097679,11098600,11100119,11101999,11105677,11107056,11107220,11113835,11114073,11118699,11121207,11123788,11129699,11130377,11132643,11134307,11135114,11136184,11137022,11138626,11141569,11144193,11144541,11144876,11145808,11150229,11152236,11169039,11169565,11170561,11170863,11172958	AD	Coffin-Siris syndrom 4
19	50364459	50370822	NM_007254.3	0	-	PNKP	PNKP	ENSG00000039650	ENST00000322344	50364504	50370461	50364459,50364705,50364864,50365028,50365300,50365441,50365627,50365794,50365946,50366945,50367220,50367435,50367580,50368383,50369655,50370310,50370725	50364622,50364767,50364952,50365138,50365362,50365538,50365720,50365865,50365995,50367017,50367328,50367493,50367660,50368683,50369702,50370474,50370822	AR	Epileptisk encefalopati type 10 (EIEE10)
20	8112911	8865547	NM_015192.3	0	+	PLCB1	PLCB1	ENSG00000182621	ENST00000338037	8113298	8862496	8112911,8130940,8352028,8608940,8626748,8628546,8630020,8637830,8639184,8665578,8678272,8689316,8696910,8698317,8703000,8705302,8707955,8709696,8713884,8717674,8719907,8720990,8722110,8737692,8741053,8745785,8755185,8769095,8769279,8770164,8770821,8862268	8113397,8131018,8352097,8609078,8626828,8628600,8630096,8637931,8639351,8665725,8678430,8689399,8696995,8698495,8703068,8705399,8708040,8709821,8714039,8717839,8720007,8721095,8722220,8737825,8741107,8746005,8755366,8769172,8769369,8770222,8770908,8865547	AR	Epileptisk encefalopati type 12 (EIEE12)
20	62037541	62103993	NM_172107.2	0	-	KCNQ2	KCNQ2	ENSG00000075043	ENST00000359125	62037996	62103816	62037541,62039765,62044802,62045440,62046255,62050971,62055529,62059719,62062692,62065161,62069977,62070950,62073758,62076011,62076590,62078099,62103520	62038728,62039889,62044934,62045546,62046479,62051025,62055559,62059788,62062722,62065256,62070073,62071061,62073884,62076187,62076717,62078190,62103993	AD	Epileptisk encefalopati type 7 (EIEE7)
21	38792601	38887679	NM_001396.3	0	+	DYRK1A	DYRK1A	ENSG00000157540	ENST00000398960	38792676	38884834	38792601,38844985,38850482,38852939,38858768,38862476,38865318,38868419,38877585,38878401,38884213	38792686,38845182,38850602,38853128,38858916,38862763,38865465,38868560,38877892,38878526,38887679	AD	Mental retardasjon type 7 (MRD7)
22	24129149	24176705	NM_003073.3	0	+	SMARCB1	SMARCB1	ENSG00000099956	ENST00000263121	24129356	24176367	24129149,24133942,24135745,24143130,24145481,24158956,24167411,24175758,24176327	24129449,24134081,24135875,24143268,24145609,24159123,24167602,24175890,24176705	AD	Mental retardasjon type 15 (MRD15)
X	18443724	18671749	NM_003159.2	0	+	CDKL5	CDKL5	ENSG00000008086	ENST00000379996	18525216	18671664	18443724,18525054,18528939,18582596,18593473,18597967,18600010,18602382,18606073,18613467,18616581,18622021,18626930,18627584,18631271,18637986,18643247,18646490,18664126,18668529,18671551	18443815,18525280,18528974,18582642,18593610,18598088,18600070,18602473,18606263,18613548,18616733,18622988,18627032,18627690,18631395,18638086,18643367,18646707,18664210,18668712,18671749	XD	Epileptisk encefalopati type 2 (EIEE2), Angelman-like syndrom
X	25021812	25034065	NM_139058.2	0	-	ARX	ARX	ENSG00000004848	ENST00000379044	25022786	25033854	25021812,25025227,25028376,25031038,25033658	25023027,25025556,25028422,25031915,25034065	XR	Epileptisk encefalopati type 1 (EIEE1, West syndrom), X-bundet mental retardasjon type 29
X	41374188	41782287	NM_003688.3	0	-	CASK	CASK	ENSG00000147044	ENST00000378166	41379672	41782241	41374188,41383203,41390259,41393958,41394145,41401943,41412971,41414852,41416284,41419031,41420811,41428920,41437592,41446159,41448767,41469156,41481869,41485856,41495830,41519691,41524529,41530680,41598636,41604776,41646430,41712367,41782182	41379849,41383287,41390462,41394039,41394211,41402059,41413168,41414888,41416353,41419100,41420897,41428999,41437781,41446240,41448845,41469278,41481887,41485956,41495914,41519814,41524705,41530783,41598709,41604854,41646536,41712480,41782287	XR/XD	FG-syndrom type 4 (FGS4) / Mental retardasjon og mikrocefali med pontin og cerebellar hypoplasi (MICPCH)
X	62854847	62975031	NM_015185.2	0	-	ARHGEF9	ARHGEF9	ENSG00000131089	ENST00000253401	62857907	62974192	62854847,62863859,62875373,62885765,62893917,62898219,62917004,62926137,62944411,62974183	62858089,62863928,62875617,62885897,62894047,62898452,62917184,62926329,62944591,62975031	XR	Epileptisk encefalopati type 8 (EIEE8)
X	67262185	67653299	NM_002547.2	0	-	OPHN1	OPHN1	ENSG00000079482	ENST00000355520	67268265	67652862	67262185,67268257,67272381,67273486,67283695,67292993,67316711,67331695,67333022,67339089,67412760,67413731,67414306,67417027,67421460,67426414,67429994,67431949,67433703,67454328,67494579,67502897,67518842,67652708,67653009	67267005,67268299,67272432,67273652,67284019,67293141,67316871,67331801,67333081,67339174,67412835,67413794,67414340,67417106,67421552,67426515,67430124,67432054,67433814,67454430,67494651,67502959,67518938,67652866,67653299	XR	X-bundet mental retardasjon med cerebellar hypoplasi
X	76760355	77041755	NM_000489.4	0	-	ATRX	ATRX	ENSG00000085224	ENST00000373344	76763828	77041487	76760355,76776265,76776880,76777740,76778729,76812921,76814139,76829714,76845303,76849165,76854879,76855200,76855902,76872080,76874273,76875862,76888694,76889053,76890084,76891405,76907603,76909587,76912049,76918870,76920133,76931720,76937011,76940430,76944310,76949312,76952064,76953070,76954061,76972607,77041467	76764107,76776394,76776976,76777866,76778879,76813116,76814317,76829823,76845410,76849319,76855049,76855289,76856033,76872198,76874449,76876000,76888872,76889200,76890194,76891547,76907843,76909690,76912143,76919047,76920267,76931793,76940085,76940498,76944420,76949426,76952192,76953123,76954117,76972720,77041755	XD/XR	Alfa-thassemi/mental retardasjon syndrom (ATRX), X-bundet mental retardasjon- og ansiktshypotoni-syndrom type 1 (MRXHF1)
X	99546641	99665271	NM_001184880.1	0	-	PCDH19	PCDH19	ENSG00000165194	ENST00000373034	99551274	99663595	99546641,99596900,99605643,99657521,99658521,99661448	99551873,99597073,99605702,99657849,99658662,99665271	XD (male sparing)	Epileptisk encefalopati type 9 (EIEE9, Epilepsi og mental retardasjon som rammer kvinner)
X	119658445	119709684	NM_003588.3	0	-	CUL4B	CUL4B	ENSG00000158290	ENST00000404115	119660615	119708472	119658445,119663956,119666276,119668335,119669684,119670781,119671978,119672514,119673122,119674224,119675456,119676820,119677581,119677968,119678335,119679298,119680401,119680990,119691778,119693937,119708405,119709260	119660711,119664109,119666449,119668441,119669798,119670889,119672064,119672625,119673227,119674417,119675575,119676888,119677664,119678058,119678498,119679372,119680471,119681094,119691894,119694480,119708485,119709684	XR	Mental retardasjon med kortvoksthet, hypogonadisme og atypisk gange
X	135067585	135129428	NM_001042537.1	0	+	SLC9A6	SLC9A6	ENSG00000198689	ENST00000370695	135067661	135126883	135067585,135076944,135080266,135080640,135081014,135084266,135092600,135095107,135095507,135098803,135104744,135106488,135112290,135115572,135122234,135126610	135067986,135077144,135080344,135080717,135081127,135084372,135092742,135095213,135095596,135098917,135104856,135106642,135112321,135115652,135122340,135129428	XD	X-bundet mental retardasjon, type Christianson syndrom (MRXSCH)
