# Genepanel: EB Version: 01 Date: 2015-10-28
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds	inheritance	disease
12	52908358	52914243	NM_000424.3	0	-	KRT5	KRT5 (K5)	ENSG00000186081	ENST00000252242	52908725	52914080	52908358,52909581,52910420,52910890,52911373,52911680,52911886,52912729,52913525	52909024,52909616,52910641,52911016,52911538,52911776,52911947,52912944,52914243	AD	Lokalisert EB simplex
12	53068519	53074191	NM_006121.3	0	-	KRT1	KRT1 (K1)	ENSG00000167768	ENST00000252244	53068976	53074132	53068519,53069493,53070058,53070842,53071099,53071433,53071946,53072325,53073541	53069401,53069528,53070279,53070968,53071264,53071529,53072007,53072540,53074191	AD	Iktyose, epidermolytisk
12	110719031	110788897	NM_001681.3	0	+	ATP2A2	ATP2A2	ENSG00000174437	ENST00000308664	110719594	110788110	110719031,110720408,110720517,110729824,110734403,110760796,110764194,110765357,110770401,110770985,110771816,110777085,110777307,110778463,110780032,110781036,110782690,110783053,110783805,110784005,110788096	110719712,110720426,110720600,110729929,110734542,110760877,110764280,110765822,110770490,110771088,110771948,110777208,110777526,110778799,110780253,110781239,110782776,110783187,110783923,110784126,110788897	AD	Dariers sykdom. Acrokeratose verruciformis
15	43524792	43559055	NM_201631.3	0	-	TGM5	TGM5	ENSG00000104055	ENST00000220420	43525388	43559047	43524792,43525751,43526966,43527666,43531014,43531360,43533049,43544956,43545703,43548765,43552249,43552597,43559037	43525542,43525885,43527127,43528035,43531254,43531464,43533188,43545134,43545832,43548884,43552495,43552777,43559055	AR	Peeling skin syndrome
17	38974368	38978863	NM_000421.3	0	-	KRT10	KRT10 (K10)	ENSG00000186395	ENST00000269576	38974727	38978837	38974368,38975038,38975768,38976300,38976513,38976762,38977286,38978210	38974734,38975413,38975986,38976426,38976675,38976919,38977369,38978863	AD	Epidermolytisk hyperkeratose
17	39738530	39743147	NM_000526.4	0	-	KRT14	KRT14 (K14)	ENSG00000186847	ENST00000167586	39738686	39743086	39738530,39739345,39739486,39739802,39740011,39740508,39741226,39742561	39738784,39739392,39739707,39739928,39740173,39740665,39741309,39743147	AD/AR	EB simplex, Epidermolystisk palmoplantar keratom, Voerner type
17	48133339	48167849	NM_002204.2	0	+	ITGA3	ITGA3	ENSG00000005884	ENST00000320031	48133803	48165699	48133339,48141440,48141891,48145419,48148207,48148674,48149349,48151279,48151507,48151811,48152822,48152962,48153689,48153947,48154337,48154742,48155409,48155570,48156187,48156439,48156798,48157625,48158673,48165107,48165588,48166473	48134009,48141568,48141971,48145669,48148294,48148882,48149546,48151368,48151644,48151898,48152890,48153099,48153839,48154045,48154485,48154811,48155489,48155648,48156290,48156622,48156921,48157739,48158772,48165233,48165730,48167849	AR	Medfødt nefrotisk syndrom-interstitiell lunge sykdom, EB syndrom
17	73717515	73753899	NM_001005731.1	0	+	ITGB4	ITGB4	ENSG00000132470	ENST00000450894	73720783	73753636	73717515,73720773,73723274,73723484,73723731,73724457,73725345,73726321,73726955,73727326,73727892,73728243,73729570,73732131,73732368,73732645,73733402,73733618,73735752,73735960,73736438,73736873,73737062,73738421,73738662,73739793,73744921,73746191,73746760,73747054,73748254,73748526,73750656,73751781,73752509,73752784,73753023,73753280,73753496	73717692,73720862,73723357,73723586,73723936,73724554,73725517,73726585,73727045,73727449,73728054,73728320,73729773,73732235,73732467,73732775,73733525,73733725,73735786,73736152,73736542,73736932,73737086,73738570,73738842,73739942,73745126,73746349,73746941,73747192,73748437,73748658,73750896,73751931,73752698,73752940,73753188,73753391,73753899	AR	EB, generalisert atrofisk benign
18	21452983	21535029	NM_000227.4	0	+	LAMA3	LAMA3	ENSG00000053747	ENST00000269217	21453008	21534612	21452983,21456257,21461899,21464736,21469974,21474261,21474870,21478701,21478917,21479251,21481090,21482972,21483896,21484516,21485485,21487513,21487719,21489116,21492674,21494373,21494661,21495252,21496514,21500898,21501415,21508086,21508588,21511025,21512123,21513745,21519186,21523751,21526107,21529728,21529992,21531647,21532953,21534466	21453179,21456371,21462009,21464817,21470081,21474312,21475022,21478812,21479029,21479419,21481287,21483089,21484051,21484658,21485588,21487630,21487899,21489259,21492845,21494525,21494824,21495386,21496659,21501018,21501549,21508204,21508729,21511165,21512255,21513899,21519350,21523935,21526248,21529888,21530123,21531741,21533073,21535029	AR	EB gen, benign, EB Herlitz, laryngoonokutant syndrom
20	6055491	6104191	NM_017671.4	0	-	FERMT1	FERMT1	ENSG00000101311	ENST00000217289	6057819	6100201	6055491,6060082,6064686,6065712,6068423,6069611,6075585,6077548,6078170,6088178,6090944,6093123,6096457,6100050,6103420	6057993,6060224,6064811,6065934,6068530,6069736,6075635,6077680,6078278,6088281,6091158,6093270,6096691,6100219,6104191	AR	Kindlers poikilodermi
